"region","sector","fuel","year","multiplier","GCAM_region_ID","value","supplysector","subsector","stub.technology","minicam.energy.input","calibration","secondary.output"
"GX","chp_elec","refined liquids",2015,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"GX","industry_energy","biomass",1975,0.0158778080306466,11,3.13080507376622e-07,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GX","industry_energy","biomass",1990,0.0212641068803587,11,4.53652169160553e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GX","industry_energy","biomass",2005,0.0193632552835554,11,4.09095139545608e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GX","industry_energy","biomass",2010,0.0238754522225967,11,4.1146710593338e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GX","industry_energy","biomass",2015,0.0253040606153174,11,7.74430526950408e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GX","industry_energy","coal",1975,0.0158778080306466,11,0.0755037640638088,"other industrial energy use","coal","coal","delivered coal","input",NA
"GX","industry_energy","coal",1990,0.0212641068803587,11,0.166205965419525,"other industrial energy use","coal","coal","delivered coal","input",NA
"GX","industry_energy","coal",2005,0.0193632552835554,11,0.362702751935058,"other industrial energy use","coal","coal","delivered coal","input",NA
"GX","industry_energy","coal",2010,0.0238754522225967,11,0.464923971419532,"other industrial energy use","coal","coal","delivered coal","input",NA
"GX","industry_energy","coal",2015,0.0253040606153174,11,0.309057970045082,"other industrial energy use","coal","coal","delivered coal","input",NA
"GX","industry_energy","electricity",1975,0.0184318142648426,11,0.011005428664027,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GX","industry_energy","electricity",1990,0.0186291966774708,11,0.0289071798393587,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GX","industry_energy","electricity",2005,0.0197737083163571,11,0.0985736575859294,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GX","industry_energy","electricity",2010,0.0229378924621546,11,0.13792372123511,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GX","industry_energy","electricity",2015,0.0218530681971849,11,0.173835320403915,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GX","industry_energy","gas",1975,0,11,0,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GX","industry_energy","gas",1990,0,11,0,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GX","industry_energy","gas",2005,0.0461182693066968,11,0.019643234999896,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GX","industry_energy","gas",2010,0.0100765272663418,11,0.0115159677306617,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GX","industry_energy","gas",2015,0.0127538631892787,11,0.0160117238754657,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GX","industry_energy","heat",1975,0,11,0,"other industrial energy use","district heat","district heat","district heat","input",NA
"GX","industry_energy","heat",1990,0,11,0,"other industrial energy use","district heat","district heat","district heat","input",NA
"GX","industry_energy","heat",2005,0.00970062376179877,11,0.0163455567080679,"other industrial energy use","district heat","district heat","district heat","input",NA
"GX","industry_energy","heat",2010,0.015144830868073,11,0.0331617239401468,"other industrial energy use","district heat","district heat","district heat","input",NA
"GX","industry_energy","heat",2015,0.0188558212443579,11,0.0514250647783223,"other industrial energy use","district heat","district heat","district heat","input",NA
"GX","industry_energy","refined liquids",1975,0.00948533858699322,11,0.0144018448407654,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GX","industry_energy","refined liquids",1990,0.00970219846338661,11,0.016447085442945,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GX","industry_energy","refined liquids",2005,0.0132113876534531,11,0.0366830285345877,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GX","industry_energy","refined liquids",2010,0.00909083948581068,11,0.021233959623632,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GX","industry_energy","refined liquids",2015,0.0159598268556671,11,0.0171295969384865,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GZ","chp_elec","biomass",1975,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"GZ","chp_elec","biomass",1990,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"GZ","chp_elec","biomass",2005,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"GZ","chp_elec","biomass",2010,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"GZ","chp_elec","biomass",2015,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"GZ","chp_elec","coal",1975,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"GZ","chp_elec","coal",1990,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"GZ","chp_elec","coal",2005,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"GZ","chp_elec","coal",2010,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"GZ","chp_elec","coal",2015,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"GZ","chp_elec","gas",1975,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"GZ","chp_elec","gas",1990,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"GZ","chp_elec","gas",2005,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"GZ","chp_elec","gas",2010,NA,NA,9.39355901962079e-06,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"GZ","chp_elec","gas",2015,NA,NA,7.17974384298664e-06,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"GZ","chp_elec","refined liquids",1975,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"GZ","chp_elec","refined liquids",1990,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"GZ","chp_elec","refined liquids",2005,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"GZ","chp_elec","refined liquids",2010,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"GZ","chp_elec","refined liquids",2015,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"GZ","industry_energy","biomass",1975,0.0107459976597945,11,2.11890860067253e-07,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GZ","industry_energy","biomass",1990,0.0188777637297053,11,4.02741507699605e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GZ","industry_energy","biomass",2005,0.031730886061297,11,6.70390958083188e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GZ","industry_energy","biomass",2010,0.0223951059916933,11,3.85954970132547e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GZ","industry_energy","biomass",2015,0.0242698754219879,11,7.42779299251812e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"GZ","industry_energy","coal",1975,0.0107459976597945,11,0.0511004586004132,"other industrial energy use","coal","coal","delivered coal","input",NA
"GZ","industry_energy","coal",1990,0.0188777637297053,11,0.147553666999083,"other industrial energy use","coal","coal","delivered coal","input",NA
"GZ","industry_energy","coal",2005,0.031730886061297,11,0.594366986709322,"other industrial energy use","coal","coal","delivered coal","input",NA
"GZ","industry_energy","coal",2010,0.0223951059916933,11,0.456446223137347,"other industrial energy use","coal","coal","delivered coal","input",NA
"GZ","industry_energy","coal",2015,0.0242698754219879,11,0.295097877866621,"other industrial energy use","coal","coal","delivered coal","input",NA
"GZ","industry_energy","electricity",1975,0.0188627385585066,11,0.0112627287054322,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GZ","industry_energy","electricity",1990,0.0165698128182591,11,0.0257116056765447,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GZ","industry_energy","electricity",2005,0.0218837051016456,11,0.109092175270768,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GZ","industry_energy","electricity",2010,0.018825307472596,11,0.136529661411734,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GZ","industry_energy","electricity",2015,0.0196208110587271,11,0.199905137656615,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"GZ","industry_energy","gas",1975,0.0340428395140111,11,0.00922697670958329,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GZ","industry_energy","gas",1990,0.0359464059702686,11,0.00494905315664485,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GZ","industry_energy","gas",2005,0.00809975011957904,11,0.00344994071614528,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GZ","industry_energy","gas",2010,0.00709054877688767,11,0.00683640732161359,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GZ","industry_energy","gas",2015,0.0049365675488082,11,0.00505551620347671,"other industrial energy use","gas","gas","wholesale gas","input",NA
"GZ","industry_energy","heat",1975,0,11,0,"other industrial energy use","district heat","district heat","district heat","input",NA
"GZ","industry_energy","heat",1990,0,11,0,"other industrial energy use","district heat","district heat","district heat","input",NA
"GZ","industry_energy","heat",2005,0.00279822660119149,11,0.00471501345840451,"other industrial energy use","district heat","district heat","district heat","input",NA
"GZ","industry_energy","heat",2010,0.000668565529507811,11,0.00146391767056142,"other industrial energy use","district heat","district heat","district heat","input",NA
"GZ","industry_energy","heat",2015,0.001318717299328,11,0.00359650849361971,"other industrial energy use","district heat","district heat","district heat","input",NA
"GZ","industry_energy","refined liquids",1975,0.00624805636253751,11,0.00948659211944341,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GZ","industry_energy","refined liquids",1990,0.00778907621298539,11,0.0132039766533352,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GZ","industry_energy","refined liquids",2005,0.00601612992807541,11,0.0167045182238441,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GZ","industry_energy","refined liquids",2010,0.00792912070353404,11,0.0199122075984911,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"GZ","industry_energy","refined liquids",2015,0.011184987595812,11,0.0135643994522529,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HA","chp_elec","biomass",1975,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HA","chp_elec","biomass",1990,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HA","chp_elec","biomass",2005,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HA","chp_elec","biomass",2010,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HA","chp_elec","biomass",2015,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HA","chp_elec","coal",1975,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HA","chp_elec","coal",1990,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HA","chp_elec","coal",2005,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HA","chp_elec","coal",2010,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HA","chp_elec","coal",2015,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HA","chp_elec","gas",1975,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HA","chp_elec","gas",1990,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HA","chp_elec","gas",2005,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HA","chp_elec","gas",2010,NA,NA,9.10573641469615e-05,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HA","chp_elec","gas",2015,NA,NA,6.55582186397166e-05,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HA","chp_elec","refined liquids",1975,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HA","chp_elec","refined liquids",1990,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HA","chp_elec","refined liquids",2005,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HA","chp_elec","refined liquids",2010,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HA","chp_elec","refined liquids",2015,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HA","industry_energy","biomass",1975,0.0510868557536607,11,1.00733669841334e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HA","industry_energy","biomass",1990,0.0500648256367161,11,1.06809173206892e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HA","industry_energy","biomass",2005,0.066599567291819,11,1.40707535359835e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HA","industry_energy","biomass",2010,0.0700514754025294,11,1.20725997486917e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HA","industry_energy","biomass",2015,0.0535885307386663,11,1.64007645766236e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HA","industry_energy","coal",1975,0.0510868557536607,11,0.242933400891429,"other industrial energy use","coal","coal","delivered coal","input",NA
"HA","industry_energy","coal",1990,0.0500648256367161,11,0.3913201116477,"other industrial energy use","coal","coal","delivered coal","input",NA
"HA","industry_energy","coal",2005,0.066599567291819,11,1.2475095731936,"other industrial energy use","coal","coal","delivered coal","input",NA
"HA","industry_energy","coal",2010,0.0700514754025294,11,1.21417935212575,"other industrial energy use","coal","coal","delivered coal","input",NA
"HA","industry_energy","coal",2015,0.0535885307386663,11,0.257712259999949,"other industrial energy use","coal","coal","delivered coal","input",NA
"HA","industry_energy","electricity",1975,0.0559408597468535,11,0.0334016571837235,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HA","industry_energy","electricity",1990,0.0537831927455726,11,0.0834561174026014,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HA","industry_energy","electricity",2005,0.056624502309089,11,0.282278074111803,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HA","industry_energy","electricity",2010,0.0607714787104563,11,0.345318864129319,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HA","industry_energy","electricity",2015,0.0569707775484176,11,0.454662415214546,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HA","industry_energy","gas",1975,0.0494826623050764,11,0.0134117887677731,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HA","industry_energy","gas",1990,0.0637304070255423,11,0.00877431730796381,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HA","industry_energy","gas",2005,0.0576625592692032,11,0.0245603145878658,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HA","industry_energy","gas",2010,0.068732913758274,11,0.0805046199702203,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HA","industry_energy","gas",2015,0.0450757828930944,11,0.034276120379094,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HA","industry_energy","heat",1975,0.0334572806324394,11,0,"other industrial energy use","district heat","district heat","district heat","input",NA
"HA","industry_energy","heat",1990,0.0275319029325329,11,0.0143553466465634,"other industrial energy use","district heat","district heat","district heat","input",NA
"HA","industry_energy","heat",2005,0.0366762268995437,11,0.0617994637608021,"other industrial energy use","district heat","district heat","district heat","input",NA
"HA","industry_energy","heat",2010,0.0424137676271449,11,0.0928708722840875,"other industrial energy use","district heat","district heat","district heat","input",NA
"HA","industry_energy","heat",2015,0.0387907085844543,11,0.105793043515391,"other industrial energy use","district heat","district heat","district heat","input",NA
"HA","industry_energy","refined liquids",1975,0.0259007283193611,11,0.0393257728332185,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HA","industry_energy","refined liquids",1990,0.0318042047407922,11,0.0539142210696586,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HA","industry_energy","refined liquids",2005,0.0295727389451073,11,0.0821123151500093,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HA","industry_energy","refined liquids",2010,0.0209247695431308,11,0.0483286697506119,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HA","industry_energy","refined liquids",2015,0.0360322701572018,11,0.0289880217102888,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HB","chp_elec","biomass",1975,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HB","chp_elec","biomass",1990,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HB","chp_elec","biomass",2005,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HB","chp_elec","biomass",2010,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HB","chp_elec","biomass",2015,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HB","chp_elec","coal",1975,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HB","chp_elec","coal",1990,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HB","chp_elec","coal",2005,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HB","chp_elec","coal",2010,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HB","chp_elec","coal",2015,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HB","chp_elec","gas",1975,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HB","chp_elec","gas",1990,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HB","chp_elec","gas",2005,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HB","chp_elec","gas",2010,NA,NA,2.41059322243877e-05,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HB","chp_elec","gas",2015,NA,NA,2.30220606640537e-05,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HB","chp_elec","refined liquids",1975,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HB","chp_elec","refined liquids",1990,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HB","chp_elec","refined liquids",2005,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HB","chp_elec","refined liquids",2010,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HB","chp_elec","refined liquids",2015,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HB","industry_energy","biomass",1975,0.0425362281248153,11,8.387344057505e-07,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HB","industry_energy","biomass",1990,0.0427160668418433,11,9.11312028755306e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HB","industry_energy","biomass",2005,0.046018494668867,11,9.72250906294006e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HB","industry_energy","biomass",2010,0.0516521017684157,11,8.90167048225023e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HB","industry_energy","biomass",2015,0.0406212421883358,11,1.24321271876223e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HB","industry_energy","coal",1975,0.0425362281248153,11,0.202272588653385,"other industrial energy use","coal","coal","delivered coal","input",NA
"HB","industry_energy","coal",1990,0.0427160668418433,11,0.333880240929911,"other industrial energy use","coal","coal","delivered coal","input",NA
"HB","industry_energy","coal",2005,0.046018494668867,11,0.861995279816509,"other industrial energy use","coal","coal","delivered coal","input",NA
"HB","industry_energy","coal",2010,0.0516521017684157,11,0.933351291616729,"other industrial energy use","coal","coal","delivered coal","input",NA
"HB","industry_energy","coal",2015,0.0406212421883358,11,0.43281966410503,"other industrial energy use","coal","coal","delivered coal","input",NA
"HB","industry_energy","electricity",1975,0.0464844575498144,11,0.0277553459577922,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HB","industry_energy","electricity",1990,0.0442948670937185,11,0.0687329524298334,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HB","industry_energy","electricity",2005,0.0330972700730884,11,0.16499277298001,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HB","industry_energy","electricity",2010,0.0323601848210039,11,0.138688110613607,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HB","industry_energy","electricity",2015,0.0322087184101044,11,0.246503983408644,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HB","industry_energy","gas",1975,0.00285120014168223,11,0.000772789746015015,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HB","industry_energy","gas",1990,0.00416089816714162,11,0.000572866901508934,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HB","industry_energy","gas",2005,0.00871044892827807,11,0.00371005672643298,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HB","industry_energy","gas",2010,0.0181959029471526,11,0.0193747107124512,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HB","industry_energy","gas",2015,0.0158292496315001,11,0.0187750795176139,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HB","industry_energy","heat",1975,0.0935778827150257,11,0,"other industrial energy use","district heat","district heat","district heat","input",NA
"HB","industry_energy","heat",1990,0.0588526181991658,11,0.0306862092815444,"other industrial energy use","district heat","district heat","district heat","input",NA
"HB","industry_energy","heat",2005,0.0237295669754027,11,0.0399843342220727,"other industrial energy use","district heat","district heat","district heat","input",NA
"HB","industry_energy","heat",2010,0.0217221741742396,11,0.0475637364075481,"other industrial energy use","district heat","district heat","district heat","input",NA
"HB","industry_energy","heat",2015,0.019116254280538,11,0.0521353381610473,"other industrial energy use","district heat","district heat","district heat","input",NA
"HB","industry_energy","refined liquids",1975,0.0628193651433748,11,0.0953803326568503,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HB","industry_energy","refined liquids",1990,0.0585366994676566,11,0.0992309218705147,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HB","industry_energy","refined liquids",2005,0.0390766150445208,11,0.108500985839939,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HB","industry_energy","refined liquids",2010,0.0358499935124275,11,0.0659013977309786,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HB","industry_energy","refined liquids",2015,0.0550202892152411,11,0.0776315839592126,"other industrial energy use","refined liquids","refined liquids","refined liquids industrial","input",NA
"HE","chp_elec","biomass",1975,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HE","chp_elec","biomass",1990,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HE","chp_elec","biomass",2005,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HE","chp_elec","biomass",2010,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HE","chp_elec","biomass",2015,NA,NA,0,"other industrial energy use","biomass","biomass cogen","delivered biomass","input","electricity"
"HE","chp_elec","coal",1975,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HE","chp_elec","coal",1990,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HE","chp_elec","coal",2005,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HE","chp_elec","coal",2010,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HE","chp_elec","coal",2015,NA,NA,0,"other industrial energy use","coal","coal cogen","delivered coal","input","electricity"
"HE","chp_elec","gas",1975,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HE","chp_elec","gas",1990,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HE","chp_elec","gas",2005,NA,NA,0,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HE","chp_elec","gas",2010,NA,NA,5.92429606211871e-05,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HE","chp_elec","gas",2015,NA,NA,5.5599074309384e-05,"other industrial energy use","gas","gas cogen","wholesale gas","input","electricity"
"HE","chp_elec","refined liquids",1975,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HE","chp_elec","refined liquids",1990,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HE","chp_elec","refined liquids",2005,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HE","chp_elec","refined liquids",2010,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HE","chp_elec","refined liquids",2015,NA,NA,0,"other industrial energy use","refined liquids","refined liquids cogen","refined liquids industrial","input","electricity"
"HE","industry_energy","biomass",1975,0.0686842649648725,11,1.35432450641091e-06,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HE","industry_energy","biomass",1990,0.0690874962957598,11,1.47392470950157e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HE","industry_energy","biomass",2005,0.114050494458502,11,2.40958982683924e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HE","industry_energy","biomass",2010,0.109689000950434,11,1.89036904319169e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HE","industry_energy","biomass",2015,0.118684378013414,11,3.6323342250481e-05,"other industrial energy use","biomass","biomass","delivered biomass","input",NA
"HE","industry_energy","coal",1975,0.0686842649648725,11,0.326614386998144,"other industrial energy use","coal","coal","delivered coal","input",NA
"HE","industry_energy","coal",1990,0.0690874962957598,11,0.540006410091037,"other industrial energy use","coal","coal","delivered coal","input",NA
"HE","industry_energy","coal",2005,0.114050494458502,11,2.13633645757817,"other industrial energy use","coal","coal","delivered coal","input",NA
"HE","industry_energy","coal",2010,0.109689000950434,11,1.14937950601722,"other industrial energy use","coal","coal","delivered coal","input",NA
"HE","industry_energy","coal",2015,0.118684378013414,11,-0.0148989175131726,"other industrial energy use","coal","coal","delivered coal","input",NA
"HE","industry_energy","electricity",1975,0.0602782545832218,11,0.0359914667799726,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HE","industry_energy","electricity",1990,0.0581252427324818,11,0.090193735884823,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HE","industry_energy","electricity",2005,0.0604734678475448,11,0.301465502437219,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HE","industry_energy","electricity",2010,0.0649816483950066,11,0.02079596365709,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HE","industry_energy","electricity",2015,0.0601702677061946,11,0.0635392200220037,"other industrial energy use","electricity","electricity","elect_td_ind","input",NA
"HE","industry_energy","gas",1975,0.0444920516031537,11,0.0120591328386375,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HE","industry_energy","gas",1990,0.0356543232171564,11,0.00490883959336159,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HE","industry_energy","gas",2005,0.0689895692788763,11,0.0293848477460057,"other industrial energy use","gas","gas","wholesale gas","input",NA
"HE","industry_energy","gas",2010,0.0447184183432874,11,0.03705199620373,"other industrial energy use","gas","gas","wholesale gas","input",NA
