# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
iron and steel,BLASTFUR,Biomass-based,2010,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2015,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2020,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2025,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2030,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2035,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2040,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2045,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2050,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2055,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2060,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2065,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2070,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2075,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2080,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2085,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2090,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2095,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2100,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,1975,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,1990,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2005,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2010,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2015,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2020,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2025,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2030,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2035,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2040,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2045,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2050,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2055,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2060,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2065,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2070,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2075,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2080,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2085,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2090,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2095,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI,2100,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,1975,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,1990,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2005,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2010,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2015,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2020,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2025,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2030,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2035,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2040,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2045,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2050,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2055,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2060,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2065,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2070,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2075,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2080,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2085,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2090,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2095,energy service,1,1
iron and steel,EAF with DRI,EAF with DRI CCS,2100,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,1975,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,1990,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2005,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2010,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2015,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2020,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2025,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2030,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2035,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2040,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2045,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2050,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2055,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2060,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2065,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2070,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2075,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2080,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2085,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2090,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2095,energy service,1,1
iron and steel,EAF with DRI,Hydrogen-based DRI,2100,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,1975,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,1990,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2005,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2010,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2015,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2020,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2025,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2030,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2035,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2040,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2045,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2050,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2055,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2060,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2065,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2070,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2075,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2080,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2085,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2090,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2095,energy service,1,1
iron and steel,EAF with scrap,EAF with scrap,2100,energy service,1,1
agricultural energy use,mobile,electricity,1975,energy service,1,1
agricultural energy use,mobile,electricity,1990,energy service,1,1
agricultural energy use,mobile,electricity,2005,energy service,1,1
agricultural energy use,mobile,electricity,2010,energy service,1,1
agricultural energy use,mobile,electricity,2015,energy service,1,1
agricultural energy use,mobile,electricity,2020,energy service,1,1
agricultural energy use,mobile,electricity,2025,energy service,1,1
agricultural energy use,mobile,electricity,2030,energy service,1,1
agricultural energy use,mobile,electricity,2035,energy service,1,1
agricultural energy use,mobile,electricity,2040,energy service,1,1
agricultural energy use,mobile,electricity,2045,energy service,1,1
agricultural energy use,mobile,electricity,2050,energy service,1,1
agricultural energy use,mobile,electricity,2055,energy service,1,1
agricultural energy use,mobile,electricity,2060,energy service,1,1
agricultural energy use,mobile,electricity,2065,energy service,1,1
agricultural energy use,mobile,electricity,2070,energy service,1,1
agricultural energy use,mobile,electricity,2075,energy service,1,1
agricultural energy use,mobile,electricity,2080,energy service,1,1
agricultural energy use,mobile,electricity,2085,energy service,1,1
agricultural energy use,mobile,electricity,2090,energy service,1,1
agricultural energy use,mobile,electricity,2095,energy service,1,1
agricultural energy use,mobile,electricity,2100,energy service,1,1
agricultural energy use,mobile,hydrogen,1975,energy service,1,1
agricultural energy use,mobile,hydrogen,1990,energy service,1,1
agricultural energy use,mobile,hydrogen,2005,energy service,1,1
agricultural energy use,mobile,hydrogen,2010,energy service,1,1
agricultural energy use,mobile,hydrogen,2015,energy service,1,1
agricultural energy use,mobile,hydrogen,2020,energy service,1,1
agricultural energy use,mobile,hydrogen,2025,energy service,1,1
agricultural energy use,mobile,hydrogen,2030,energy service,1,1
agricultural energy use,mobile,hydrogen,2035,energy service,1,1
agricultural energy use,mobile,hydrogen,2040,energy service,1,1
agricultural energy use,mobile,hydrogen,2045,energy service,1,1
agricultural energy use,mobile,hydrogen,2050,energy service,1,1
agricultural energy use,mobile,hydrogen,2055,energy service,1,1
agricultural energy use,mobile,hydrogen,2060,energy service,1,1
agricultural energy use,mobile,hydrogen,2065,energy service,1,1
agricultural energy use,mobile,hydrogen,2070,energy service,1,1
agricultural energy use,mobile,hydrogen,2075,energy service,1,1
agricultural energy use,mobile,hydrogen,2080,energy service,1,1
agricultural energy use,mobile,hydrogen,2085,energy service,1,1
agricultural energy use,mobile,hydrogen,2090,energy service,1,1
agricultural energy use,mobile,hydrogen,2095,energy service,1,1
agricultural energy use,mobile,hydrogen,2100,energy service,1,1
agricultural energy use,mobile,refined liquids,1975,energy service,1,1
agricultural energy use,mobile,refined liquids,1990,energy service,1,1
agricultural energy use,mobile,refined liquids,2005,energy service,1,1
agricultural energy use,mobile,refined liquids,2010,energy service,1,1
agricultural energy use,mobile,refined liquids,2015,energy service,1,1
agricultural energy use,mobile,refined liquids,2020,energy service,1,1
agricultural energy use,mobile,refined liquids,2025,energy service,1,1
agricultural energy use,mobile,refined liquids,2030,energy service,1,1
agricultural energy use,mobile,refined liquids,2035,energy service,1,1
agricultural energy use,mobile,refined liquids,2040,energy service,1,1
agricultural energy use,mobile,refined liquids,2045,energy service,1,1
agricultural energy use,mobile,refined liquids,2050,energy service,1,1
agricultural energy use,mobile,refined liquids,2055,energy service,1,1
agricultural energy use,mobile,refined liquids,2060,energy service,1,1
agricultural energy use,mobile,refined liquids,2065,energy service,1,1
agricultural energy use,mobile,refined liquids,2070,energy service,1,1
agricultural energy use,mobile,refined liquids,2075,energy service,1,1
agricultural energy use,mobile,refined liquids,2080,energy service,1,1
agricultural energy use,mobile,refined liquids,2085,energy service,1,1
agricultural energy use,mobile,refined liquids,2090,energy service,1,1
agricultural energy use,mobile,refined liquids,2095,energy service,1,1
agricultural energy use,mobile,refined liquids,2100,energy service,1,1
agricultural energy use,stationary,biomass,1975,energy service,1,1
agricultural energy use,stationary,biomass,1990,energy service,1,1
agricultural energy use,stationary,biomass,2005,energy service,1,1
agricultural energy use,stationary,biomass,2010,energy service,1,1
agricultural energy use,stationary,biomass,2015,energy service,1,1
agricultural energy use,stationary,biomass,2020,energy service,1,1
agricultural energy use,stationary,biomass,2025,energy service,1,1
agricultural energy use,stationary,biomass,2030,energy service,1,1
agricultural energy use,stationary,biomass,2035,energy service,1,1
agricultural energy use,stationary,biomass,2040,energy service,1,1
agricultural energy use,stationary,biomass,2045,energy service,1,1
agricultural energy use,stationary,biomass,2050,energy service,1,1
agricultural energy use,stationary,biomass,2055,energy service,1,1
agricultural energy use,stationary,biomass,2060,energy service,1,1
agricultural energy use,stationary,biomass,2065,energy service,1,1
agricultural energy use,stationary,biomass,2070,energy service,1,1
agricultural energy use,stationary,biomass,2075,energy service,1,1
agricultural energy use,stationary,biomass,2080,energy service,1,1
agricultural energy use,stationary,biomass,2085,energy service,1,1
agricultural energy use,stationary,biomass,2090,energy service,1,1
agricultural energy use,stationary,biomass,2095,energy service,1,1
