# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
comm heating,gas,gas,2075,energy service,1,1
comm heating,gas,gas,2080,energy service,1,1
comm heating,gas,gas,2085,energy service,1,1
comm heating,gas,gas,2090,energy service,1,1
comm heating,gas,gas,2095,energy service,1,1
comm heating,gas,gas,2100,energy service,1,1
comm heating,gas,hydrogen,1975,energy service,1,1
comm heating,gas,hydrogen,1990,energy service,1,1
comm heating,gas,hydrogen,2005,energy service,1,1
comm heating,gas,hydrogen,2010,energy service,1,1
comm heating,gas,hydrogen,2015,energy service,1,1
comm heating,gas,hydrogen,2020,energy service,1,1
comm heating,gas,hydrogen,2025,energy service,1,1
comm heating,gas,hydrogen,2030,energy service,1,1
comm heating,gas,hydrogen,2035,energy service,1,1
comm heating,gas,hydrogen,2040,energy service,1,1
comm heating,gas,hydrogen,2045,energy service,1,1
comm heating,gas,hydrogen,2050,energy service,1,1
comm heating,gas,hydrogen,2055,energy service,1,1
comm heating,gas,hydrogen,2060,energy service,1,1
comm heating,gas,hydrogen,2065,energy service,1,1
comm heating,gas,hydrogen,2070,energy service,1,1
comm heating,gas,hydrogen,2075,energy service,1,1
comm heating,gas,hydrogen,2080,energy service,1,1
comm heating,gas,hydrogen,2085,energy service,1,1
comm heating,gas,hydrogen,2090,energy service,1,1
comm heating,gas,hydrogen,2095,energy service,1,1
comm heating,gas,hydrogen,2100,energy service,1,1
comm heating,refined liquids,refined liquids,1975,energy service,1,1
comm heating,refined liquids,refined liquids,1990,energy service,1,1
comm heating,refined liquids,refined liquids,2005,energy service,1,1
comm heating,refined liquids,refined liquids,2010,energy service,1,1
comm heating,refined liquids,refined liquids,2015,energy service,1,1
comm heating,refined liquids,refined liquids,2020,energy service,1,1
comm heating,refined liquids,refined liquids,2025,energy service,1,1
comm heating,refined liquids,refined liquids,2030,energy service,1,1
comm heating,refined liquids,refined liquids,2035,energy service,1,1
comm heating,refined liquids,refined liquids,2040,energy service,1,1
comm heating,refined liquids,refined liquids,2045,energy service,1,1
comm heating,refined liquids,refined liquids,2050,energy service,1,1
comm heating,refined liquids,refined liquids,2055,energy service,1,1
comm heating,refined liquids,refined liquids,2060,energy service,1,1
comm heating,refined liquids,refined liquids,2065,energy service,1,1
comm heating,refined liquids,refined liquids,2070,energy service,1,1
comm heating,refined liquids,refined liquids,2075,energy service,1,1
comm heating,refined liquids,refined liquids,2080,energy service,1,1
comm heating,refined liquids,refined liquids,2085,energy service,1,1
comm heating,refined liquids,refined liquids,2090,energy service,1,1
comm heating,refined liquids,refined liquids,2095,energy service,1,1
comm heating,refined liquids,refined liquids,2100,energy service,1,1
comm others,biomass,biomass,1975,energy service,1,1
comm others,biomass,biomass,1990,energy service,1,1
comm others,biomass,biomass,2005,energy service,1,1
comm others,biomass,biomass,2010,energy service,1,1
comm others,biomass,biomass,2015,energy service,1,1
comm others,biomass,biomass,2020,energy service,1,1
comm others,biomass,biomass,2025,energy service,1,1
comm others,biomass,biomass,2030,energy service,1,1
comm others,biomass,biomass,2035,energy service,1,1
comm others,biomass,biomass,2040,energy service,1,1
comm others,biomass,biomass,2045,energy service,1,1
comm others,biomass,biomass,2050,energy service,1,1
comm others,biomass,biomass,2055,energy service,1,1
comm others,biomass,biomass,2060,energy service,1,1
comm others,biomass,biomass,2065,energy service,1,1
comm others,biomass,biomass,2070,energy service,1,1
comm others,biomass,biomass,2075,energy service,1,1
comm others,biomass,biomass,2080,energy service,1,1
comm others,biomass,biomass,2085,energy service,1,1
comm others,biomass,biomass,2090,energy service,1,1
comm others,biomass,biomass,2095,energy service,1,1
comm others,biomass,biomass,2100,energy service,1,1
comm others,coal,coal,1975,energy service,1,1
comm others,coal,coal,1990,energy service,1,1
comm others,coal,coal,2005,energy service,1,1
comm others,coal,coal,2010,energy service,1,1
comm others,coal,coal,2015,energy service,1,1
comm others,coal,coal,2020,energy service,1,1
comm others,coal,coal,2025,energy service,1,1
comm others,coal,coal,2030,energy service,1,1
comm others,coal,coal,2035,energy service,1,1
comm others,coal,coal,2040,energy service,1,1
comm others,coal,coal,2045,energy service,1,1
comm others,coal,coal,2050,energy service,1,1
comm others,coal,coal,2055,energy service,1,1
comm others,coal,coal,2060,energy service,1,1
comm others,coal,coal,2065,energy service,1,1
comm others,coal,coal,2070,energy service,1,1
comm others,coal,coal,2075,energy service,1,1
comm others,coal,coal,2080,energy service,1,1
comm others,coal,coal,2085,energy service,1,1
comm others,coal,coal,2090,energy service,1,1
comm others,coal,coal,2095,energy service,1,1
comm others,coal,coal,2100,energy service,1,1
comm others,district heat,district heat,1975,energy service,1,1
comm others,district heat,district heat,1990,energy service,1,1
comm others,district heat,district heat,2005,energy service,1,1
comm others,district heat,district heat,2010,energy service,1,1
comm others,district heat,district heat,2015,energy service,1,1
comm others,district heat,district heat,2020,energy service,1,1
comm others,district heat,district heat,2025,energy service,1,1
comm others,district heat,district heat,2030,energy service,1,1
comm others,district heat,district heat,2035,energy service,1,1
comm others,district heat,district heat,2040,energy service,1,1
comm others,district heat,district heat,2045,energy service,1,1
comm others,district heat,district heat,2050,energy service,1,1
comm others,district heat,district heat,2055,energy service,1,1
comm others,district heat,district heat,2060,energy service,1,1
comm others,district heat,district heat,2065,energy service,1,1
comm others,district heat,district heat,2070,energy service,1,1
comm others,district heat,district heat,2075,energy service,1,1
comm others,district heat,district heat,2080,energy service,1,1
comm others,district heat,district heat,2085,energy service,1,1
comm others,district heat,district heat,2090,energy service,1,1
comm others,district heat,district heat,2095,energy service,1,1
comm others,district heat,district heat,2100,energy service,1,1
comm others,electricity,electricity,1975,energy service,1,1
comm others,electricity,electricity,1990,energy service,1,1
comm others,electricity,electricity,2005,energy service,1,1
comm others,electricity,electricity,2010,energy service,1,1
comm others,electricity,electricity,2015,energy service,1,1
comm others,electricity,electricity,2020,energy service,1,1
comm others,electricity,electricity,2025,energy service,1,1
comm others,electricity,electricity,2030,energy service,1,1
comm others,electricity,electricity,2035,energy service,1,1
comm others,electricity,electricity,2040,energy service,1,1
comm others,electricity,electricity,2045,energy service,1,1
comm others,electricity,electricity,2050,energy service,1,1
comm others,electricity,electricity,2055,energy service,1,1
comm others,electricity,electricity,2060,energy service,1,1
comm others,electricity,electricity,2065,energy service,1,1
comm others,electricity,electricity,2070,energy service,1,1
comm others,electricity,electricity,2075,energy service,1,1
comm others,electricity,electricity,2080,energy service,1,1
comm others,electricity,electricity,2085,energy service,1,1
comm others,electricity,electricity,2090,energy service,1,1
comm others,electricity,electricity,2095,energy service,1,1
comm others,electricity,electricity,2100,energy service,1,1
comm others,gas,gas,1975,energy service,1,1
comm others,gas,gas,1990,energy service,1,1
comm others,gas,gas,2005,energy service,1,1
comm others,gas,gas,2010,energy service,1,1
comm others,gas,gas,2015,energy service,1,1
comm others,gas,gas,2020,energy service,1,1
comm others,gas,gas,2025,energy service,1,1
comm others,gas,gas,2030,energy service,1,1
comm others,gas,gas,2035,energy service,1,1
comm others,gas,gas,2040,energy service,1,1
comm others,gas,gas,2045,energy service,1,1
comm others,gas,gas,2050,energy service,1,1
comm others,gas,gas,2055,energy service,1,1
comm others,gas,gas,2060,energy service,1,1
comm others,gas,gas,2065,energy service,1,1
comm others,gas,gas,2070,energy service,1,1
comm others,gas,gas,2075,energy service,1,1
comm others,gas,gas,2080,energy service,1,1
comm others,gas,gas,2085,energy service,1,1
comm others,gas,gas,2090,energy service,1,1
comm others,gas,gas,2095,energy service,1,1
comm others,gas,gas,2100,energy service,1,1
comm others,gas,hydrogen,1975,energy service,1,1
comm others,gas,hydrogen,1990,energy service,1,1
comm others,gas,hydrogen,2005,energy service,1,1
comm others,gas,hydrogen,2010,energy service,1,1
comm others,gas,hydrogen,2015,energy service,1,1
comm others,gas,hydrogen,2020,energy service,1,1
comm others,gas,hydrogen,2025,energy service,1,1
comm others,gas,hydrogen,2030,energy service,1,1
comm others,gas,hydrogen,2035,energy service,1,1
comm others,gas,hydrogen,2040,energy service,1,1
comm others,gas,hydrogen,2045,energy service,1,1
comm others,gas,hydrogen,2050,energy service,1,1
comm others,gas,hydrogen,2055,energy service,1,1
comm others,gas,hydrogen,2060,energy service,1,1
comm others,gas,hydrogen,2065,energy service,1,1
comm others,gas,hydrogen,2070,energy service,1,1
comm others,gas,hydrogen,2075,energy service,1,1
comm others,gas,hydrogen,2080,energy service,1,1
comm others,gas,hydrogen,2085,energy service,1,1
comm others,gas,hydrogen,2090,energy service,1,1
comm others,gas,hydrogen,2095,energy service,1,1
comm others,gas,hydrogen,2100,energy service,1,1
comm others,refined liquids,refined liquids,1975,energy service,1,1
comm others,refined liquids,refined liquids,1990,energy service,1,1
comm others,refined liquids,refined liquids,2005,energy service,1,1
comm others,refined liquids,refined liquids,2010,energy service,1,1
comm others,refined liquids,refined liquids,2015,energy service,1,1
comm others,refined liquids,refined liquids,2020,energy service,1,1
comm others,refined liquids,refined liquids,2025,energy service,1,1
comm others,refined liquids,refined liquids,2030,energy service,1,1
comm others,refined liquids,refined liquids,2035,energy service,1,1
comm others,refined liquids,refined liquids,2040,energy service,1,1
comm others,refined liquids,refined liquids,2045,energy service,1,1
comm others,refined liquids,refined liquids,2050,energy service,1,1
comm others,refined liquids,refined liquids,2055,energy service,1,1
comm others,refined liquids,refined liquids,2060,energy service,1,1
comm others,refined liquids,refined liquids,2065,energy service,1,1
comm others,refined liquids,refined liquids,2070,energy service,1,1
comm others,refined liquids,refined liquids,2075,energy service,1,1
comm others,refined liquids,refined liquids,2080,energy service,1,1
comm others,refined liquids,refined liquids,2085,energy service,1,1
comm others,refined liquids,refined liquids,2090,energy service,1,1
comm others,refined liquids,refined liquids,2095,energy service,1,1
comm others,refined liquids,refined liquids,2100,energy service,1,1
trn_freight,Freight Rail,BEV,1975,energy service,1,1
trn_freight,Freight Rail,BEV,1990,energy service,1,1
trn_freight,Freight Rail,BEV,2005,energy service,1,1
trn_freight,Freight Rail,BEV,2010,energy service,1,1
trn_freight,Freight Rail,BEV,2015,energy service,1,1
trn_freight,Freight Rail,BEV,2020,energy service,1,1
trn_freight,Freight Rail,BEV,2025,energy service,1,1
trn_freight,Freight Rail,BEV,2030,energy service,1,1
trn_freight,Freight Rail,BEV,2035,energy service,1,1
trn_freight,Freight Rail,BEV,2040,energy service,1,1
trn_freight,Freight Rail,BEV,2045,energy service,1,1
trn_freight,Freight Rail,BEV,2050,energy service,1,1
trn_freight,Freight Rail,BEV,2055,energy service,1,1
trn_freight,Freight Rail,BEV,2060,energy service,1,1
trn_freight,Freight Rail,BEV,2065,energy service,1,1
trn_freight,Freight Rail,BEV,2070,energy service,1,1
trn_freight,Freight Rail,BEV,2075,energy service,1,1
trn_freight,Freight Rail,BEV,2080,energy service,1,1
trn_freight,Freight Rail,BEV,2085,energy service,1,1
trn_freight,Freight Rail,BEV,2090,energy service,1,1
trn_freight,Freight Rail,BEV,2095,energy service,1,1
trn_freight,Freight Rail,BEV,2100,energy service,1,1
trn_freight,Domestic Ship,BEV,1975,energy service,1,1
trn_freight,Domestic Ship,BEV,1990,energy service,1,1
trn_freight,Domestic Ship,BEV,2005,energy service,1,1
trn_freight,Domestic Ship,BEV,2010,energy service,1,1
trn_freight,Domestic Ship,BEV,2015,energy service,1,1
trn_freight,Domestic Ship,BEV,2020,energy service,1,1
trn_freight,Domestic Ship,BEV,2025,energy service,1,1
trn_freight,Domestic Ship,BEV,2030,energy service,1,1
trn_freight,Domestic Ship,BEV,2035,energy service,1,1
trn_freight,Domestic Ship,BEV,2040,energy service,1,1
trn_freight,Domestic Ship,BEV,2045,energy service,1,1
trn_freight,Domestic Ship,BEV,2050,energy service,1,1
trn_freight,Domestic Ship,BEV,2055,energy service,1,1
trn_freight,Domestic Ship,BEV,2060,energy service,1,1
trn_freight,Domestic Ship,BEV,2065,energy service,1,1
trn_freight,Domestic Ship,BEV,2070,energy service,1,1
trn_freight,Domestic Ship,BEV,2075,energy service,1,1
trn_freight,Domestic Ship,BEV,2080,energy service,1,1
trn_freight,Domestic Ship,BEV,2085,energy service,1,1
trn_freight,Domestic Ship,BEV,2090,energy service,1,1
trn_freight,Domestic Ship,BEV,2095,energy service,1,1
trn_freight,Domestic Ship,BEV,2100,energy service,1,1
trn_shipping_intl,International Ship,BEV,1975,energy service,1,1
trn_shipping_intl,International Ship,BEV,1990,energy service,1,1
trn_shipping_intl,International Ship,BEV,2005,energy service,1,1
trn_shipping_intl,International Ship,BEV,2010,energy service,1,1
trn_shipping_intl,International Ship,BEV,2015,energy service,1,1
trn_shipping_intl,International Ship,BEV,2020,energy service,1,1
trn_shipping_intl,International Ship,BEV,2025,energy service,1,1
trn_shipping_intl,International Ship,BEV,2030,energy service,1,1
trn_shipping_intl,International Ship,BEV,2035,energy service,1,1
trn_shipping_intl,International Ship,BEV,2040,energy service,1,1
trn_shipping_intl,International Ship,BEV,2045,energy service,1,1
trn_shipping_intl,International Ship,BEV,2050,energy service,1,1
trn_shipping_intl,International Ship,BEV,2055,energy service,1,1
trn_shipping_intl,International Ship,BEV,2060,energy service,1,1
trn_shipping_intl,International Ship,BEV,2065,energy service,1,1
trn_shipping_intl,International Ship,BEV,2070,energy service,1,1
trn_shipping_intl,International Ship,BEV,2075,energy service,1,1
trn_shipping_intl,International Ship,BEV,2080,energy service,1,1
trn_shipping_intl,International Ship,BEV,2085,energy service,1,1
trn_shipping_intl,International Ship,BEV,2090,energy service,1,1
trn_shipping_intl,International Ship,BEV,2095,energy service,1,1
trn_shipping_intl,International Ship,BEV,2100,energy service,1,1
trn_freight_road,Heavy truck,BEV,1975,energy service,1,1
trn_freight_road,Heavy truck,BEV,1990,energy service,1,1
trn_freight_road,Heavy truck,BEV,2005,energy service,1,1
trn_freight_road,Heavy truck,BEV,2010,energy service,1,1
trn_freight_road,Heavy truck,BEV,2015,energy service,1,1
trn_freight_road,Heavy truck,BEV,2020,energy service,1,1
trn_freight_road,Heavy truck,BEV,2025,energy service,1,1
trn_freight_road,Heavy truck,BEV,2030,energy service,1,1
trn_freight_road,Heavy truck,BEV,2035,energy service,1,1
trn_freight_road,Heavy truck,BEV,2040,energy service,1,1
trn_freight_road,Heavy truck,BEV,2045,energy service,1,1
trn_freight_road,Heavy truck,BEV,2050,energy service,1,1
trn_freight_road,Heavy truck,BEV,2055,energy service,1,1
trn_freight_road,Heavy truck,BEV,2060,energy service,1,1
trn_freight_road,Heavy truck,BEV,2065,energy service,1,1
trn_freight_road,Heavy truck,BEV,2070,energy service,1,1
trn_freight_road,Heavy truck,BEV,2075,energy service,1,1
trn_freight_road,Heavy truck,BEV,2080,energy service,1,1
trn_freight_road,Heavy truck,BEV,2085,energy service,1,1
trn_freight_road,Heavy truck,BEV,2090,energy service,1,1
trn_freight_road,Heavy truck,BEV,2095,energy service,1,1
trn_freight_road,Heavy truck,BEV,2100,energy service,1,1
trn_freight_road,Light truck,BEV,1975,energy service,1,1
trn_freight_road,Light truck,BEV,1990,energy service,1,1
trn_freight_road,Light truck,BEV,2005,energy service,1,1
trn_freight_road,Light truck,BEV,2010,energy service,1,1
trn_freight_road,Light truck,BEV,2015,energy service,1,1
trn_freight_road,Light truck,BEV,2020,energy service,1,1
trn_freight_road,Light truck,BEV,2025,energy service,1,1
trn_freight_road,Light truck,BEV,2030,energy service,1,1
trn_freight_road,Light truck,BEV,2035,energy service,1,1
trn_freight_road,Light truck,BEV,2040,energy service,1,1
trn_freight_road,Light truck,BEV,2045,energy service,1,1
trn_freight_road,Light truck,BEV,2050,energy service,1,1
trn_freight_road,Light truck,BEV,2055,energy service,1,1
trn_freight_road,Light truck,BEV,2060,energy service,1,1
trn_freight_road,Light truck,BEV,2065,energy service,1,1
trn_freight_road,Light truck,BEV,2070,energy service,1,1
trn_freight_road,Light truck,BEV,2075,energy service,1,1
trn_freight_road,Light truck,BEV,2080,energy service,1,1
trn_freight_road,Light truck,BEV,2085,energy service,1,1
trn_freight_road,Light truck,BEV,2090,energy service,1,1
trn_freight_road,Light truck,BEV,2095,energy service,1,1
trn_freight_road,Light truck,BEV,2100,energy service,1,1
trn_freight_road,Medium truck,BEV,1975,energy service,1,1
trn_freight_road,Medium truck,BEV,1990,energy service,1,1
trn_freight_road,Medium truck,BEV,2005,energy service,1,1
trn_freight_road,Medium truck,BEV,2010,energy service,1,1
trn_freight_road,Medium truck,BEV,2015,energy service,1,1
trn_freight_road,Medium truck,BEV,2020,energy service,1,1
trn_freight_road,Medium truck,BEV,2025,energy service,1,1
trn_freight_road,Medium truck,BEV,2030,energy service,1,1
trn_freight_road,Medium truck,BEV,2035,energy service,1,1
trn_freight_road,Medium truck,BEV,2040,energy service,1,1
trn_freight_road,Medium truck,BEV,2045,energy service,1,1
trn_freight_road,Medium truck,BEV,2050,energy service,1,1
trn_freight_road,Medium truck,BEV,2055,energy service,1,1
trn_freight_road,Medium truck,BEV,2060,energy service,1,1
trn_freight_road,Medium truck,BEV,2065,energy service,1,1
trn_freight_road,Medium truck,BEV,2070,energy service,1,1
trn_freight_road,Medium truck,BEV,2075,energy service,1,1
trn_freight_road,Medium truck,BEV,2080,energy service,1,1
trn_freight_road,Medium truck,BEV,2085,energy service,1,1
trn_freight_road,Medium truck,BEV,2090,energy service,1,1
trn_freight_road,Medium truck,BEV,2095,energy service,1,1
trn_freight_road,Medium truck,BEV,2100,energy service,1,1
trn_pass,Domestic Aviation,BEV,1975,energy service,1,1
trn_pass,Domestic Aviation,BEV,1990,energy service,1,1
trn_pass,Domestic Aviation,BEV,2005,energy service,1,1
trn_pass,Domestic Aviation,BEV,2010,energy service,1,1
trn_pass,Domestic Aviation,BEV,2015,energy service,1,1
trn_pass,Domestic Aviation,BEV,2020,energy service,1,1
trn_pass,Domestic Aviation,BEV,2025,energy service,1,1
trn_pass,Domestic Aviation,BEV,2030,energy service,1,1
trn_pass,Domestic Aviation,BEV,2035,energy service,1,1
trn_pass,Domestic Aviation,BEV,2040,energy service,1,1
trn_pass,Domestic Aviation,BEV,2045,energy service,1,1
trn_pass,Domestic Aviation,BEV,2050,energy service,1,1
trn_pass,Domestic Aviation,BEV,2055,energy service,1,1
trn_pass,Domestic Aviation,BEV,2060,energy service,1,1
trn_pass,Domestic Aviation,BEV,2065,energy service,1,1
trn_pass,Domestic Aviation,BEV,2070,energy service,1,1
trn_pass,Domestic Aviation,BEV,2075,energy service,1,1
trn_pass,Domestic Aviation,BEV,2080,energy service,1,1
trn_pass,Domestic Aviation,BEV,2085,energy service,1,1
trn_pass,Domestic Aviation,BEV,2090,energy service,1,1
trn_pass,Domestic Aviation,BEV,2095,energy service,1,1
trn_pass,Domestic Aviation,BEV,2100,energy service,1,1
trn_aviation_intl,International Aviation,BEV,1975,energy service,1,1
trn_aviation_intl,International Aviation,BEV,1990,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2005,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2010,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2015,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2020,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2025,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2030,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2035,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2040,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2045,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2050,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2055,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2060,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2065,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2070,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2075,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2080,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2085,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2090,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2095,energy service,1,1
trn_aviation_intl,International Aviation,BEV,2100,energy service,1,1
trn_pass_road,Bus,BEV,1975,energy service,1,1
trn_pass_road,Bus,BEV,1990,energy service,1,1
trn_pass_road,Bus,BEV,2005,energy service,1,1
trn_pass_road,Bus,BEV,2010,energy service,1,1
trn_pass_road,Bus,BEV,2015,energy service,1,1
trn_pass_road,Bus,BEV,2020,energy service,1,1
trn_pass_road,Bus,BEV,2025,energy service,1,1
trn_pass_road,Bus,BEV,2030,energy service,1,1
trn_pass_road,Bus,BEV,2035,energy service,1,1
trn_pass_road,Bus,BEV,2040,energy service,1,1
trn_pass_road,Bus,BEV,2045,energy service,1,1
trn_pass_road,Bus,BEV,2050,energy service,1,1
trn_pass_road,Bus,BEV,2055,energy service,1,1
trn_pass_road,Bus,BEV,2060,energy service,1,1
trn_pass_road,Bus,BEV,2065,energy service,1,1
trn_pass_road,Bus,BEV,2070,energy service,1,1
trn_pass_road,Bus,BEV,2075,energy service,1,1
trn_pass_road,Bus,BEV,2080,energy service,1,1
trn_pass_road,Bus,BEV,2085,energy service,1,1
trn_pass_road,Bus,BEV,2090,energy service,1,1
trn_pass_road,Bus,BEV,2095,energy service,1,1
trn_pass_road,Bus,BEV,2100,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,1975,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,1990,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2005,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2010,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2015,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2020,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2025,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2030,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2035,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2040,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2045,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2050,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2055,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2060,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2065,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2070,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2075,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2080,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2085,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2090,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2095,energy service,1,1
trn_pass_road_LDV,2W and 3W,BEV,2100,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,1975,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,1990,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2005,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2010,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2015,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2020,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2025,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2030,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2035,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2040,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2045,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2050,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2055,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2060,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2065,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2070,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2075,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2080,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2085,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2090,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2095,energy service,1,1
trn_pass_road_LDV_4W,Car,BEV,2100,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,1975,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,1975,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,1990,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2005,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2010,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2015,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2020,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2025,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2030,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2035,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2040,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2045,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2050,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2055,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2060,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2065,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2070,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2075,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2080,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2085,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2090,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2095,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,BEV,2100,energy service,1,1
trn_freight,Freight Rail,Coal,1975,energy service,1,1
trn_freight,Freight Rail,Coal,1990,energy service,1,1
trn_freight,Freight Rail,Coal,2005,energy service,1,1
trn_freight,Freight Rail,Coal,2010,energy service,1,1
