# File: detailed_industry_output.csv
# Title: Detailed industry output
# Units:  Mt/EJ
# Column types: cncccn
# ----------
province,year,supplysector,subsector,technology,production
NX,2010,construction feedstocks,gas,gas,0
NX,2010,construction feedstocks,liquid,liquid,0
NX,2010,iron and steel,BLASTFUR,Biomass-based,0
NX,2010,iron and steel,BLASTFUR,BLASTFUR,0
NX,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
NX,2010,iron and steel,EAF with DRI,EAF with DRI,0
NX,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
NX,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NX,2010,iron and steel,EAF with scrap,EAF with scrap,0
NX,2010,mining energy use,biomass,biomass,0
NX,2010,mining energy use,coal,coal,0.004469075
NX,2010,mining energy use,district heat,district heat,0
NX,2010,mining energy use,electricity,electricity,0.002270676
NX,2010,mining energy use,gas,gas,0.000919532
NX,2010,mining energy use,hydrogen,hydrogen,0
NX,2010,mining energy use,liquid,liquid,0.000222535
NX,2015,agricultural energy use,biomass,biomass,0
NX,2015,agricultural energy use,coal,coal,0.001699371
NX,2015,agricultural energy use,district heat,district heat,0
NX,2015,agricultural energy use,electricity,electricity,0.001279804
NX,2015,agricultural energy use,gas,gas,2.21E-06
NX,2015,agricultural energy use,hydrogen,hydrogen,0
NX,2015,agricultural energy use,liquid,liquid,0.000205283
NX,2015,chemical energy use,biomass,biomass,0
NX,2015,chemical energy use,coal,coal,0.059997163
NX,2015,chemical energy use,coal,coal CCS,0
NX,2015,chemical energy use,district heat,district heat,0.000889773
NX,2015,chemical energy use,electricity,electricity,0
NX,2015,chemical energy use,gas,gas,0
NX,2015,chemical energy use,gas,gas CCS,0
NX,2015,chemical energy use,hydrogen,hydrogen,0
NX,2015,chemical energy use,liquid,liquid,0.004533406
NX,2015,chemical energy use,liquid,liquid CCS,0
NX,2015,chemical feedstocks,coal,coal,0.071150609
NX,2015,chemical feedstocks,gas,gas,0
NX,2015,chemical feedstocks,liquid,liquid,0
NX,2015,chemical,chemical,chemical,0.093457631
NX,2015,coke,coke,coke,7.5825
NX,2015,coke,coke,coke CCS,0
NX,2015,construction,construction,construction,0.000707667
NX,2015,construction energy use,biomass,biomass,0
NX,2015,construction energy use,coal,coal,0.000228674
NX,2015,construction energy use,district heat,district heat,0
NX,2015,construction energy use,electricity,electricity,0.00032927
NX,2015,construction energy use,gas,gas,1.93E-06
NX,2015,construction energy use,hydrogen,hydrogen,0
NX,2015,construction energy use,liquid,liquid,0.000147793
NX,2015,construction feedstocks,coal,coal,0
NX,2015,construction feedstocks,gas,gas,0
NX,2015,construction feedstocks,liquid,liquid,0
NX,2015,iron and steel,BLASTFUR,Biomass-based,0
NX,2015,iron and steel,BLASTFUR,BLASTFUR,1.807786196
NX,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
NX,2015,iron and steel,EAF with DRI,EAF with DRI,0
NX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
NX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NX,2015,iron and steel,EAF with scrap,EAF with scrap,0.010213804
NX,2015,mining energy use,biomass,biomass,0
NX,2015,mining energy use,coal,coal,0.001720858
NX,2015,mining energy use,district heat,district heat,0
NX,2015,mining energy use,electricity,electricity,0.001546405
NX,2015,mining energy use,gas,gas,0.000130326
NX,2015,mining energy use,hydrogen,hydrogen,0
NX,2015,mining energy use,liquid,liquid,5.15E-05
QH,1975,agricultural energy use,biomass,biomass,0
QH,1975,agricultural energy use,coal,coal,0
QH,1975,agricultural energy use,district heat,district heat,0
QH,1975,agricultural energy use,electricity,electricity,0
QH,1975,agricultural energy use,gas,gas,0
QH,1975,agricultural energy use,hydrogen,hydrogen,0
QH,1975,agricultural energy use,liquid,liquid,0
QH,1975,chemical energy use,biomass,biomass,0
QH,1975,chemical energy use,coal,coal,0
QH,1975,chemical energy use,coal,coal CCS,0
QH,1975,chemical energy use,district heat,district heat,0
QH,1975,chemical energy use,electricity,electricity,0
QH,1975,chemical energy use,gas,gas,0
QH,1975,chemical energy use,gas,gas CCS,0
QH,1975,chemical energy use,hydrogen,hydrogen,0
QH,1975,chemical energy use,liquid,liquid,0
QH,1975,chemical energy use,liquid,liquid CCS,0
QH,1975,chemical feedstocks,coal,coal,0
QH,1975,chemical feedstocks,gas,gas,0
QH,1975,chemical feedstocks,liquid,liquid,0
QH,1975,chemical,chemical,chemical,0
QH,1975,coke,coke,coke,0
QH,1975,coke,coke,coke CCS,0
QH,1975,construction,construction,construction,0
QH,1975,construction energy use,biomass,biomass,0
QH,1975,construction energy use,coal,coal,0
QH,1975,construction energy use,district heat,district heat,0
QH,1975,construction energy use,electricity,electricity,0
QH,1975,construction energy use,gas,gas,0
QH,1975,construction energy use,hydrogen,hydrogen,0
QH,1975,construction energy use,liquid,liquid,0
QH,1975,construction feedstocks,coal,coal,0
QH,1975,construction feedstocks,gas,gas,0
QH,1975,construction feedstocks,liquid,liquid,0
QH,1975,iron and steel,BLASTFUR,Biomass-based,0
QH,1975,iron and steel,BLASTFUR,BLASTFUR,0
QH,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
QH,1975,iron and steel,EAF with DRI,EAF with DRI,0
QH,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
QH,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
QH,1975,iron and steel,EAF with scrap,EAF with scrap,0
QH,1975,mining energy use,biomass,biomass,0
QH,1975,mining energy use,coal,coal,0
QH,1975,mining energy use,district heat,district heat,0
QH,1975,mining energy use,electricity,electricity,0
QH,1975,mining energy use,gas,gas,0
QH,1975,mining energy use,hydrogen,hydrogen,0
QH,1975,mining energy use,liquid,liquid,0
QH,1990,agricultural energy use,biomass,biomass,0
QH,1990,agricultural energy use,coal,coal,0
QH,1990,agricultural energy use,district heat,district heat,0
QH,1990,agricultural energy use,electricity,electricity,0
QH,1990,agricultural energy use,gas,gas,0
QH,1990,agricultural energy use,hydrogen,hydrogen,0
QH,1990,agricultural energy use,liquid,liquid,0
QH,1990,chemical energy use,biomass,biomass,0
QH,1990,chemical energy use,coal,coal,0
QH,1990,chemical energy use,coal,coal CCS,0
QH,1990,chemical energy use,district heat,district heat,0
QH,1990,chemical energy use,electricity,electricity,0
QH,1990,chemical energy use,gas,gas,0
QH,1990,chemical energy use,gas,gas CCS,0
QH,1990,chemical energy use,hydrogen,hydrogen,0
QH,1990,chemical energy use,liquid,liquid,0
QH,1990,chemical energy use,liquid,liquid CCS,0
QH,1990,chemical feedstocks,coal,coal,0
QH,1990,chemical feedstocks,gas,gas,0
QH,1990,chemical feedstocks,liquid,liquid,0
QH,1990,chemical,chemical,chemical,0
QH,1990,coke,coke,coke,0
QH,1990,coke,coke,coke CCS,0
QH,1990,construction,construction,construction,0
QH,1990,construction energy use,biomass,biomass,0
QH,1990,construction energy use,coal,coal,0
QH,1990,construction energy use,district heat,district heat,0
QH,1990,construction energy use,electricity,electricity,0
QH,1990,construction energy use,gas,gas,0
QH,1990,construction energy use,hydrogen,hydrogen,0
QH,1990,construction energy use,liquid,liquid,0
QH,1990,construction feedstocks,coal,coal,0
QH,1990,construction feedstocks,gas,gas,0
QH,1990,construction feedstocks,liquid,liquid,0
QH,1990,iron and steel,BLASTFUR,Biomass-based,0
QH,1990,iron and steel,BLASTFUR,BLASTFUR,0
QH,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
QH,1990,iron and steel,EAF with DRI,EAF with DRI,0
QH,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
QH,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
QH,1990,iron and steel,EAF with scrap,EAF with scrap,0
QH,1990,mining energy use,biomass,biomass,0
QH,1990,mining energy use,coal,coal,0
QH,1990,mining energy use,district heat,district heat,0
QH,1990,mining energy use,electricity,electricity,0
QH,1990,mining energy use,gas,gas,0
QH,1990,mining energy use,hydrogen,hydrogen,0
QH,1990,mining energy use,liquid,liquid,0
QH,2005,agricultural energy use,biomass,biomass,0
QH,2005,agricultural energy use,coal,coal,0
QH,2005,agricultural energy use,district heat,district heat,0
QH,2005,agricultural energy use,electricity,electricity,0
QH,2005,agricultural energy use,gas,gas,0
QH,2005,agricultural energy use,hydrogen,hydrogen,0
QH,2005,agricultural energy use,liquid,liquid,0
QH,2005,chemical energy use,biomass,biomass,0
QH,2005,chemical energy use,coal,coal,0
QH,2005,chemical energy use,coal,coal CCS,0
QH,2005,chemical energy use,district heat,district heat,0
QH,2005,chemical energy use,electricity,electricity,0
QH,2005,chemical energy use,gas,gas,0
QH,2005,chemical energy use,gas,gas CCS,0
QH,2005,chemical energy use,hydrogen,hydrogen,0
QH,2005,chemical energy use,liquid,liquid,0
QH,2005,chemical energy use,liquid,liquid CCS,0
QH,2005,chemical feedstocks,coal,coal,0
QH,2005,chemical feedstocks,gas,gas,0
QH,2005,chemical feedstocks,liquid,liquid,0
QH,2005,chemical,chemical,chemical,0
QH,2005,coke,coke,coke,0
QH,2005,coke,coke,coke CCS,0
QH,2005,construction,construction,construction,0
QH,2005,construction energy use,biomass,biomass,0
QH,2005,construction energy use,coal,coal,0
QH,2005,construction energy use,district heat,district heat,0
QH,2005,construction energy use,electricity,electricity,0
QH,2005,construction energy use,gas,gas,0
QH,2005,construction energy use,hydrogen,hydrogen,0
QH,2005,construction energy use,liquid,liquid,0
QH,2005,construction feedstocks,coal,coal,0
QH,2005,construction feedstocks,gas,gas,0
QH,2005,construction feedstocks,liquid,liquid,0
QH,2005,iron and steel,BLASTFUR,Biomass-based,0
QH,2005,iron and steel,BLASTFUR,BLASTFUR,0
QH,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
QH,2005,iron and steel,EAF with DRI,EAF with DRI,0
QH,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
QH,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
QH,2005,iron and steel,EAF with scrap,EAF with scrap,0
QH,2005,mining energy use,biomass,biomass,0
QH,2005,mining energy use,coal,coal,0
QH,2005,mining energy use,district heat,district heat,0
QH,2005,mining energy use,electricity,electricity,0
QH,2005,mining energy use,gas,gas,0
QH,2005,mining energy use,hydrogen,hydrogen,0
QH,2005,mining energy use,liquid,liquid,0
QH,2010,agricultural energy use,biomass,biomass,0
QH,2010,agricultural energy use,coal,coal,0.001406698
QH,2010,agricultural energy use,district heat,district heat,0
QH,2010,agricultural energy use,electricity,electricity,0.00158653
QH,2010,agricultural energy use,gas,gas,3.82E-06
QH,2010,agricultural energy use,hydrogen,hydrogen,0
QH,2010,agricultural energy use,liquid,liquid,0.000289393
QH,2010,chemical energy use,biomass,biomass,0
QH,2010,chemical energy use,coal,coal,0.005511025
QH,2010,chemical energy use,coal,coal CCS,0
QH,2010,chemical energy use,district heat,district heat,0
QH,2010,chemical energy use,electricity,electricity,0.002579098
QH,2010,chemical energy use,gas,gas,0.000292587
QH,2010,chemical energy use,gas,gas CCS,0
QH,2010,chemical energy use,hydrogen,hydrogen,0
QH,2010,chemical energy use,liquid,liquid,0.00034786
QH,2010,chemical energy use,liquid,liquid CCS,0
QH,2010,chemical feedstocks,coal,coal,0.009535186
QH,2010,chemical feedstocks,gas,gas,0
QH,2010,chemical feedstocks,liquid,liquid,0
QH,2010,chemical,chemical,chemical,0.012472243
QH,2010,coke,coke,coke,1.3
QH,2010,coke,coke,coke CCS,0
QH,2010,construction,construction,construction,0.001419551
QH,2010,construction energy use,biomass,biomass,0
QH,2010,construction energy use,coal,coal,0.000436293
QH,2010,construction energy use,district heat,district heat,0
QH,2010,construction energy use,electricity,electricity,0.000744959
QH,2010,construction energy use,gas,gas,8.45E-06
QH,2010,construction energy use,hydrogen,hydrogen,0
QH,2010,construction energy use,liquid,liquid,0.000229849
QH,2010,construction feedstocks,coal,coal,0
QH,2010,construction feedstocks,gas,gas,0
QH,2010,construction feedstocks,liquid,liquid,0
QH,2010,iron and steel,BLASTFUR,Biomass-based,0
QH,2010,iron and steel,BLASTFUR,BLASTFUR,0.63
QH,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
QH,2010,iron and steel,EAF with DRI,EAF with DRI,0
QH,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
QH,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
QH,2010,iron and steel,EAF with scrap,EAF with scrap,0.74
QH,2010,mining energy use,biomass,biomass,0
QH,2010,mining energy use,coal,coal,0.003001377
QH,2010,mining energy use,district heat,district heat,0
QH,2010,mining energy use,electricity,electricity,0.001913806
QH,2010,mining energy use,gas,gas,0.000464264
QH,2010,mining energy use,hydrogen,hydrogen,0
QH,2010,mining energy use,liquid,liquid,0.000146275
QH,2015,agricultural energy use,biomass,biomass,0
QH,2015,agricultural energy use,coal,coal,0.001779834
QH,2015,agricultural energy use,district heat,district heat,0
QH,2015,agricultural energy use,electricity,electricity,0.001129571
QH,2015,agricultural energy use,gas,gas,8.15E-06
QH,2015,agricultural energy use,hydrogen,hydrogen,0
QH,2015,agricultural energy use,liquid,liquid,0.000899065
QH,2015,chemical energy use,biomass,biomass,0
QH,2015,chemical energy use,coal,coal,0.011207135
QH,2015,chemical energy use,coal,coal CCS,0
QH,2015,chemical energy use,district heat,district heat,8.12E-05
QH,2015,chemical energy use,electricity,electricity,0
QH,2015,chemical energy use,gas,gas,0.000895091
QH,2015,chemical energy use,gas,gas CCS,0
QH,2015,chemical energy use,hydrogen,hydrogen,0
QH,2015,chemical energy use,liquid,liquid,0.001227649
QH,2015,chemical energy use,liquid,liquid CCS,0
QH,2015,chemical feedstocks,coal,coal,0.00859893
QH,2015,chemical feedstocks,gas,gas,0
QH,2015,chemical feedstocks,liquid,liquid,0
QH,2015,chemical,chemical,chemical,0.01915863
QH,2015,coke,coke,coke,0
QH,2015,coke,coke,coke CCS,0
QH,2015,construction,construction,construction,0.002130145
QH,2015,construction energy use,biomass,biomass,0
QH,2015,construction energy use,coal,coal,0.000430701
QH,2015,construction energy use,district heat,district heat,0
QH,2015,construction energy use,electricity,electricity,0.000522625
QH,2015,construction energy use,gas,gas,1.28E-05
QH,2015,construction energy use,hydrogen,hydrogen,0
QH,2015,construction energy use,liquid,liquid,0.001164019
QH,2015,construction feedstocks,coal,coal,0
QH,2015,construction feedstocks,gas,gas,0
QH,2015,construction feedstocks,liquid,liquid,0
QH,2015,iron and steel,BLASTFUR,Biomass-based,0
QH,2015,iron and steel,BLASTFUR,BLASTFUR,0.7897875
QH,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
QH,2015,iron and steel,EAF with DRI,EAF with DRI,0
QH,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
QH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
QH,2015,iron and steel,EAF with scrap,EAF with scrap,0.4162125
QH,2015,mining energy use,biomass,biomass,0
QH,2015,mining energy use,coal,coal,0.004387101
QH,2015,mining energy use,district heat,district heat,0
QH,2015,mining energy use,electricity,electricity,0.002454493
QH,2015,mining energy use,gas,gas,0.000865767
QH,2015,mining energy use,hydrogen,hydrogen,0
QH,2015,mining energy use,liquid,liquid,0.000405738
SC,1975,agricultural energy use,biomass,biomass,0
SC,1975,agricultural energy use,coal,coal,0
SC,1975,agricultural energy use,district heat,district heat,0
SC,1975,agricultural energy use,electricity,electricity,0
SC,1975,agricultural energy use,gas,gas,0
SC,1975,agricultural energy use,hydrogen,hydrogen,0
SC,1975,agricultural energy use,liquid,liquid,0
SC,1975,chemical energy use,biomass,biomass,0
SC,1975,chemical energy use,coal,coal,0
SC,1975,chemical energy use,coal,coal CCS,0
SC,1975,chemical energy use,district heat,district heat,0
SC,1975,chemical energy use,electricity,electricity,0
SC,1975,chemical energy use,gas,gas,0
SC,1975,chemical energy use,gas,gas CCS,0
SC,1975,chemical energy use,hydrogen,hydrogen,0
SC,1975,chemical energy use,liquid,liquid,0
SC,1975,chemical energy use,liquid,liquid CCS,0
SC,1975,chemical feedstocks,coal,coal,0
SC,1975,chemical feedstocks,gas,gas,0
SC,1975,chemical feedstocks,liquid,liquid,0
SC,1975,chemical,chemical,chemical,0
SC,1975,coke,coke,coke,0
SC,1975,coke,coke,coke CCS,0
SC,1975,construction,construction,construction,0
SC,1975,construction energy use,biomass,biomass,0
SC,1975,construction energy use,coal,coal,0
SC,1975,construction energy use,district heat,district heat,0
SC,1975,construction energy use,electricity,electricity,0
SC,1975,construction energy use,gas,gas,0
SC,1975,construction energy use,hydrogen,hydrogen,0
SC,1975,construction energy use,liquid,liquid,0
SC,1975,construction feedstocks,coal,coal,0
SC,1975,construction feedstocks,gas,gas,0
SC,1975,construction feedstocks,liquid,liquid,0
SC,1975,iron and steel,BLASTFUR,Biomass-based,0
SC,1975,iron and steel,BLASTFUR,BLASTFUR,0
SC,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
SC,1975,iron and steel,EAF with DRI,EAF with DRI,0
SC,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
SC,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SC,1975,iron and steel,EAF with scrap,EAF with scrap,0
SC,1975,mining energy use,biomass,biomass,0
SC,1975,mining energy use,coal,coal,0
SC,1975,mining energy use,district heat,district heat,0
SC,1975,mining energy use,electricity,electricity,0
SC,1975,mining energy use,gas,gas,0
SC,1975,mining energy use,hydrogen,hydrogen,0
SC,1975,mining energy use,liquid,liquid,0
SC,1990,agricultural energy use,biomass,biomass,0
SC,1990,agricultural energy use,coal,coal,0
SC,1990,agricultural energy use,district heat,district heat,0
SC,1990,agricultural energy use,electricity,electricity,0
SC,1990,agricultural energy use,gas,gas,0
SC,1990,agricultural energy use,hydrogen,hydrogen,0
SC,1990,agricultural energy use,liquid,liquid,0
SC,1990,chemical energy use,biomass,biomass,0
SC,1990,chemical energy use,coal,coal,0
SC,1990,chemical energy use,coal,coal CCS,0
