# File: detailed_industry_output.csv
# Title: Detailed industry output
# Units:  Mt/EJ
# Column types: cncccn
# ----------
province,year,supplysector,subsector,technology,production
LN,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
LN,1990,iron and steel,EAF with scrap,EAF with scrap,0
LN,1990,mining energy use,biomass,biomass,0
LN,1990,mining energy use,coal,coal,0
LN,1990,mining energy use,district heat,district heat,0
LN,1990,mining energy use,electricity,electricity,0
LN,1990,mining energy use,gas,gas,0
LN,1990,mining energy use,hydrogen,hydrogen,0
LN,1990,mining energy use,liquid,liquid,0
LN,2005,agricultural energy use,biomass,biomass,0
LN,2005,agricultural energy use,coal,coal,0
LN,2005,agricultural energy use,district heat,district heat,0
LN,2005,agricultural energy use,electricity,electricity,0
LN,2005,agricultural energy use,gas,gas,0
LN,2005,agricultural energy use,hydrogen,hydrogen,0
LN,2005,agricultural energy use,liquid,liquid,0
LN,2005,chemical energy use,biomass,biomass,0
LN,2005,chemical energy use,coal,coal,0
LN,2005,chemical energy use,coal,coal CCS,0
LN,2005,chemical energy use,district heat,district heat,0
LN,2005,chemical energy use,electricity,electricity,0
LN,2005,chemical energy use,gas,gas,0
LN,2005,chemical energy use,gas,gas CCS,0
LN,2005,chemical energy use,hydrogen,hydrogen,0
LN,2005,chemical energy use,liquid,liquid,0
LN,2005,chemical energy use,liquid,liquid CCS,0
LN,2005,chemical feedstocks,coal,coal,0
LN,2005,chemical feedstocks,gas,gas,0
LN,2005,chemical feedstocks,liquid,liquid,0
LN,2005,chemical,chemical,chemical,0
LN,2005,coke,coke,coke,0
LN,2005,coke,coke,coke CCS,0
LN,2005,construction,construction,construction,0
LN,2005,construction energy use,biomass,biomass,0
LN,2005,construction energy use,coal,coal,0
LN,2005,construction energy use,district heat,district heat,0
LN,2005,construction energy use,electricity,electricity,0
LN,2005,construction energy use,gas,gas,0
LN,2005,construction energy use,hydrogen,hydrogen,0
LN,2005,construction energy use,liquid,liquid,0
LN,2005,construction feedstocks,coal,coal,0
LN,2005,construction feedstocks,gas,gas,0
LN,2005,construction feedstocks,liquid,liquid,0
LN,2005,iron and steel,BLASTFUR,Biomass-based,0
LN,2005,iron and steel,BLASTFUR,BLASTFUR,0
LN,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
LN,2005,iron and steel,EAF with DRI,EAF with DRI,0
LN,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
LN,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
LN,2005,iron and steel,EAF with scrap,EAF with scrap,0
LN,2005,mining energy use,biomass,biomass,0
LN,2005,mining energy use,coal,coal,0
LN,2005,mining energy use,district heat,district heat,0
LN,2005,mining energy use,electricity,electricity,0
LN,2005,mining energy use,gas,gas,0
LN,2005,mining energy use,hydrogen,hydrogen,0
LN,2005,mining energy use,liquid,liquid,0
LN,2010,agricultural energy use,biomass,biomass,0
LN,2010,agricultural energy use,coal,coal,0.005603445
LN,2010,agricultural energy use,district heat,district heat,0
LN,2010,agricultural energy use,electricity,electricity,0.004983748
LN,2010,agricultural energy use,gas,gas,2.21E-05
LN,2010,agricultural energy use,hydrogen,hydrogen,0
LN,2010,agricultural energy use,liquid,liquid,0.006066
LN,2010,chemical energy use,biomass,biomass,0
LN,2010,chemical energy use,coal,coal,0.040583371
LN,2010,chemical energy use,coal,coal CCS,0
LN,2010,chemical energy use,district heat,district heat,0
LN,2010,chemical energy use,electricity,electricity,0.024049003
LN,2010,chemical energy use,gas,gas,0.008850739
LN,2010,chemical energy use,gas,gas CCS,0
LN,2010,chemical energy use,hydrogen,hydrogen,0
LN,2010,chemical energy use,liquid,liquid,0.013155799
LN,2010,chemical energy use,liquid,liquid CCS,0
LN,2010,chemical feedstocks,coal,coal,0.003686019
LN,2010,chemical feedstocks,gas,gas,0
LN,2010,chemical feedstocks,liquid,liquid,0
LN,2010,chemical,chemical,chemical,0.123769874
LN,2010,coke,coke,coke,18.58
LN,2010,coke,coke,coke CCS,0
LN,2010,construction,construction,construction,0.040131969
LN,2010,construction energy use,biomass,biomass,0
LN,2010,construction energy use,coal,coal,0.00767498
LN,2010,construction energy use,district heat,district heat,0
LN,2010,construction energy use,electricity,electricity,0.010539221
LN,2010,construction energy use,gas,gas,0.00021948
LN,2010,construction energy use,hydrogen,hydrogen,0
LN,2010,construction energy use,liquid,liquid,0.021698288
LN,2010,construction feedstocks,coal,coal,0
LN,2010,construction feedstocks,gas,gas,0
LN,2010,construction feedstocks,liquid,liquid,0
LN,2010,iron and steel,BLASTFUR,Biomass-based,0
LN,2010,iron and steel,BLASTFUR,BLASTFUR,48.28
LN,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
LN,2010,iron and steel,EAF with DRI,EAF with DRI,0
LN,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
LN,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
LN,2010,iron and steel,EAF with scrap,EAF with scrap,5.62
LN,2010,mining energy use,biomass,biomass,0
LN,2010,mining energy use,coal,coal,0.05279825
LN,2010,mining energy use,district heat,district heat,0
LN,2010,mining energy use,electricity,electricity,0.02707535
LN,2010,mining energy use,gas,gas,0.012074595
LN,2010,mining energy use,hydrogen,hydrogen,0
LN,2010,mining energy use,liquid,liquid,0.01380872
LN,2015,agricultural energy use,biomass,biomass,0
LN,2015,agricultural energy use,coal,coal,0.006548702
LN,2015,agricultural energy use,district heat,district heat,0
LN,2015,agricultural energy use,electricity,electricity,0.004156133
LN,2015,agricultural energy use,gas,gas,3.01E-05
LN,2015,agricultural energy use,hydrogen,hydrogen,0
LN,2015,agricultural energy use,liquid,liquid,0.007045134
LN,2015,chemical energy use,biomass,biomass,0
LN,2015,chemical energy use,coal,coal,0.072124567
LN,2015,chemical energy use,coal,coal CCS,0
LN,2015,chemical energy use,district heat,district heat,0.006306892
LN,2015,chemical energy use,electricity,electricity,0.01617624
LN,2015,chemical energy use,gas,gas,0.068847249
LN,2015,chemical energy use,gas,gas CCS,0
LN,2015,chemical energy use,hydrogen,hydrogen,0
LN,2015,chemical energy use,liquid,liquid,0.016830308
LN,2015,chemical energy use,liquid,liquid CCS,0
LN,2015,chemical feedstocks,coal,coal,0.014168457
LN,2015,chemical feedstocks,gas,gas,0
LN,2015,chemical feedstocks,liquid,liquid,0
LN,2015,chemical,chemical,chemical,0.257550365
LN,2015,coke,coke,coke,20.9724
LN,2015,coke,coke,coke CCS,0
LN,2015,construction,construction,construction,0.055243787
LN,2015,construction energy use,biomass,biomass,0
LN,2015,construction energy use,coal,coal,0.006906332
LN,2015,construction energy use,district heat,district heat,0
LN,2015,construction energy use,electricity,electricity,0.008380335
LN,2015,construction energy use,gas,gas,0.000205596
LN,2015,construction energy use,hydrogen,hydrogen,0
LN,2015,construction energy use,liquid,liquid,0.039751524
LN,2015,construction feedstocks,coal,coal,0
LN,2015,construction feedstocks,gas,gas,0
LN,2015,construction feedstocks,liquid,liquid,0
LN,2015,iron and steel,BLASTFUR,Biomass-based,0
LN,2015,iron and steel,BLASTFUR,BLASTFUR,57.55778188
LN,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
LN,2015,iron and steel,EAF with DRI,EAF with DRI,0
LN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
LN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
LN,2015,iron and steel,EAF with scrap,EAF with scrap,3.155218119
LN,2015,mining energy use,biomass,biomass,0
LN,2015,mining energy use,coal,coal,0.070347558
LN,2015,mining energy use,district heat,district heat,0
LN,2015,mining energy use,electricity,electricity,0.039358013
LN,2015,mining energy use,gas,gas,0.013882657
LN,2015,mining energy use,hydrogen,hydrogen,0
LN,2015,mining energy use,liquid,liquid,0.013856066
NM,1975,agricultural energy use,biomass,biomass,0
NM,1975,agricultural energy use,coal,coal,0
NM,1975,agricultural energy use,district heat,district heat,0
NM,1975,agricultural energy use,electricity,electricity,0
NM,1975,agricultural energy use,gas,gas,0
NM,1975,agricultural energy use,hydrogen,hydrogen,0
NM,1975,agricultural energy use,liquid,liquid,0
NM,1975,chemical energy use,biomass,biomass,0
NM,1975,chemical energy use,coal,coal,0
NM,1975,chemical energy use,coal,coal CCS,0
NM,1975,chemical energy use,district heat,district heat,0
NM,1975,chemical energy use,electricity,electricity,0
NM,1975,chemical energy use,gas,gas,0
NM,1975,chemical energy use,gas,gas CCS,0
NM,1975,chemical energy use,hydrogen,hydrogen,0
NM,1975,chemical energy use,liquid,liquid,0
NM,1975,chemical energy use,liquid,liquid CCS,0
NM,1975,chemical feedstocks,coal,coal,0
NM,1975,chemical feedstocks,gas,gas,0
NM,1975,chemical feedstocks,liquid,liquid,0
NM,1975,chemical,chemical,chemical,0
NM,1975,coke,coke,coke,0
NM,1975,coke,coke,coke CCS,0
NM,1975,construction,construction,construction,0
NM,1975,construction energy use,biomass,biomass,0
NM,1975,construction energy use,coal,coal,0
NM,1975,construction energy use,district heat,district heat,0
NM,1975,construction energy use,electricity,electricity,0
NM,1975,construction energy use,gas,gas,0
NM,1975,construction energy use,hydrogen,hydrogen,0
NM,1975,construction energy use,liquid,liquid,0
NM,1975,construction feedstocks,coal,coal,0
NM,1975,construction feedstocks,gas,gas,0
NM,1975,construction feedstocks,liquid,liquid,0
NM,1975,iron and steel,BLASTFUR,Biomass-based,0
NM,1975,iron and steel,BLASTFUR,BLASTFUR,0
NM,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
NM,1975,iron and steel,EAF with DRI,EAF with DRI,0
NM,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
NM,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NM,1975,iron and steel,EAF with scrap,EAF with scrap,0
NM,1975,mining energy use,biomass,biomass,0
NM,1975,mining energy use,coal,coal,0
NM,1975,mining energy use,district heat,district heat,0
NM,1975,mining energy use,electricity,electricity,0
NM,1975,mining energy use,gas,gas,0
NM,1975,mining energy use,hydrogen,hydrogen,0
NM,1975,mining energy use,liquid,liquid,0
NM,1990,agricultural energy use,biomass,biomass,0
NM,1990,agricultural energy use,coal,coal,0
NM,1990,agricultural energy use,district heat,district heat,0
NM,1990,agricultural energy use,electricity,electricity,0
NM,1990,agricultural energy use,gas,gas,0
NM,1990,agricultural energy use,hydrogen,hydrogen,0
NM,1990,agricultural energy use,liquid,liquid,0
NM,1990,chemical energy use,biomass,biomass,0
NM,1990,chemical energy use,coal,coal,0
NM,1990,chemical energy use,coal,coal CCS,0
NM,1990,chemical energy use,district heat,district heat,0
NM,1990,chemical energy use,electricity,electricity,0
NM,1990,chemical energy use,gas,gas,0
NM,1990,chemical energy use,gas,gas CCS,0
NM,1990,chemical energy use,hydrogen,hydrogen,0
NM,1990,chemical energy use,liquid,liquid,0
NM,1990,chemical energy use,liquid,liquid CCS,0
NM,1990,chemical feedstocks,coal,coal,0
NM,1990,chemical feedstocks,gas,gas,0
NM,1990,chemical feedstocks,liquid,liquid,0
NM,1990,chemical,chemical,chemical,0
NM,1990,coke,coke,coke,0
NM,1990,coke,coke,coke CCS,0
NM,1990,construction,construction,construction,0
NM,1990,construction energy use,biomass,biomass,0
NM,1990,construction energy use,coal,coal,0
NM,1990,construction energy use,district heat,district heat,0
NM,1990,construction energy use,electricity,electricity,0
NM,1990,construction energy use,gas,gas,0
NM,1990,construction energy use,hydrogen,hydrogen,0
NM,1990,construction energy use,liquid,liquid,0
NM,1990,construction feedstocks,coal,coal,0
NM,1990,construction feedstocks,gas,gas,0
NM,1990,construction feedstocks,liquid,liquid,0
NM,1990,iron and steel,BLASTFUR,Biomass-based,0
NM,1990,iron and steel,BLASTFUR,BLASTFUR,0
NM,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
NM,1990,iron and steel,EAF with DRI,EAF with DRI,0
NM,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
NM,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NM,1990,iron and steel,EAF with scrap,EAF with scrap,0
NM,1990,mining energy use,biomass,biomass,0
NM,1990,mining energy use,coal,coal,0
NM,1990,mining energy use,district heat,district heat,0
NM,1990,mining energy use,electricity,electricity,0
NM,1990,mining energy use,gas,gas,0
NM,1990,mining energy use,hydrogen,hydrogen,0
NM,1990,mining energy use,liquid,liquid,0
NM,2005,agricultural energy use,biomass,biomass,0
NM,2005,agricultural energy use,coal,coal,0
NM,2005,agricultural energy use,district heat,district heat,0
NM,2005,agricultural energy use,electricity,electricity,0
NM,2005,agricultural energy use,gas,gas,0
NM,2005,agricultural energy use,hydrogen,hydrogen,0
NM,2005,agricultural energy use,liquid,liquid,0
NM,2005,chemical energy use,biomass,biomass,0
NM,2005,chemical energy use,coal,coal,0
NM,2005,chemical energy use,coal,coal CCS,0
NM,2005,chemical energy use,district heat,district heat,0
NM,2005,chemical energy use,electricity,electricity,0
NM,2005,chemical energy use,gas,gas,0
NM,2005,chemical energy use,gas,gas CCS,0
NM,2005,chemical energy use,hydrogen,hydrogen,0
NM,2005,chemical energy use,liquid,liquid,0
NM,2005,chemical energy use,liquid,liquid CCS,0
NM,2005,chemical feedstocks,coal,coal,0
NM,2005,chemical feedstocks,gas,gas,0
NM,2005,chemical feedstocks,liquid,liquid,0
NM,2005,chemical,chemical,chemical,0
NM,2005,coke,coke,coke,0
NM,2005,coke,coke,coke CCS,0
NM,2005,construction,construction,construction,0
NM,2005,construction energy use,biomass,biomass,0
NM,2005,construction energy use,coal,coal,0
NM,2005,construction energy use,district heat,district heat,0
NM,2005,construction energy use,electricity,electricity,0
NM,2005,construction energy use,gas,gas,0
NM,2005,construction energy use,hydrogen,hydrogen,0
NM,2005,construction energy use,liquid,liquid,0
NM,2005,construction feedstocks,coal,coal,0
NM,2005,construction feedstocks,gas,gas,0
NM,2005,construction feedstocks,liquid,liquid,0
NM,2005,iron and steel,BLASTFUR,Biomass-based,0
NM,2005,iron and steel,BLASTFUR,BLASTFUR,0
NM,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
NM,2005,iron and steel,EAF with DRI,EAF with DRI,0
NM,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
NM,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NM,2005,iron and steel,EAF with scrap,EAF with scrap,0
NM,2005,mining energy use,biomass,biomass,0
NM,2005,mining energy use,coal,coal,0
NM,2005,mining energy use,district heat,district heat,0
NM,2005,mining energy use,electricity,electricity,0
NM,2005,mining energy use,gas,gas,0
NM,2005,mining energy use,hydrogen,hydrogen,0
NM,2005,mining energy use,liquid,liquid,0
NM,2010,agricultural energy use,biomass,biomass,0
NM,2010,agricultural energy use,coal,coal,0.01212041
NM,2010,agricultural energy use,district heat,district heat,0
NM,2010,agricultural energy use,electricity,electricity,0.010779988
NM,2010,agricultural energy use,gas,gas,4.78E-05
NM,2010,agricultural energy use,hydrogen,hydrogen,0
NM,2010,agricultural energy use,liquid,liquid,0.005101322
NM,2010,chemical energy use,biomass,biomass,0
NM,2010,chemical energy use,coal,coal,0.128688236
NM,2010,chemical energy use,coal,coal CCS,0
NM,2010,chemical energy use,district heat,district heat,0
NM,2010,chemical energy use,electricity,electricity,0.00978389
NM,2010,chemical energy use,gas,gas,0.02081387
NM,2010,chemical energy use,gas,gas CCS,0
NM,2010,chemical energy use,hydrogen,hydrogen,0
NM,2010,chemical energy use,liquid,liquid,0.015341594
NM,2010,chemical energy use,liquid,liquid CCS,0
NM,2010,chemical feedstocks,coal,coal,0.033217395
NM,2010,chemical feedstocks,gas,gas,0
NM,2010,chemical feedstocks,liquid,liquid,0
NM,2010,chemical,chemical,chemical,0.249467986
NM,2010,coke,coke,coke,20.93
NM,2010,coke,coke,coke CCS,0
NM,2010,construction,construction,construction,0.005880414
NM,2010,construction energy use,biomass,biomass,0
NM,2010,construction energy use,coal,coal,0.001679662
NM,2010,construction energy use,district heat,district heat,0
NM,2010,construction energy use,electricity,electricity,0.002306498
NM,2010,construction energy use,gas,gas,4.80E-05
NM,2010,construction energy use,hydrogen,hydrogen,0
NM,2010,construction energy use,liquid,liquid,0.001846239
NM,2010,construction feedstocks,coal,coal,0
NM,2010,construction feedstocks,gas,gas,0
NM,2010,construction feedstocks,liquid,liquid,0
NM,2010,iron and steel,BLASTFUR,Biomass-based,0
NM,2010,iron and steel,BLASTFUR,BLASTFUR,12.2
NM,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
NM,2010,iron and steel,EAF with DRI,EAF with DRI,0
NM,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
NM,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NM,2010,iron and steel,EAF with scrap,EAF with scrap,0.13
NM,2010,mining energy use,biomass,biomass,0
NM,2010,mining energy use,coal,coal,0.011554841
NM,2010,mining energy use,district heat,district heat,0
NM,2010,mining energy use,electricity,electricity,0.005925411
NM,2010,mining energy use,gas,gas,0.002642512
NM,2010,mining energy use,hydrogen,hydrogen,0
NM,2010,mining energy use,liquid,liquid,0.001174941
NM,2015,agricultural energy use,biomass,biomass,0
NM,2015,agricultural energy use,coal,coal,0.01243699
NM,2015,agricultural energy use,district heat,district heat,0
NM,2015,agricultural energy use,electricity,electricity,0.007893134
NM,2015,agricultural energy use,gas,gas,2.35E-05
NM,2015,agricultural energy use,hydrogen,hydrogen,0
NM,2015,agricultural energy use,liquid,liquid,0.003408324
NM,2015,chemical energy use,biomass,biomass,0
NM,2015,chemical energy use,coal,coal,0.206932792
NM,2015,chemical energy use,coal,coal CCS,0
NM,2015,chemical energy use,district heat,district heat,0.002024685
NM,2015,chemical energy use,electricity,electricity,0
NM,2015,chemical energy use,gas,gas,0.009962798
NM,2015,chemical energy use,gas,gas CCS,0
NM,2015,chemical energy use,hydrogen,hydrogen,0
NM,2015,chemical energy use,liquid,liquid,0.02291351
NM,2015,chemical energy use,liquid,liquid CCS,0
NM,2015,chemical feedstocks,coal,coal,0.299911935
NM,2015,chemical feedstocks,gas,gas,0
NM,2015,chemical feedstocks,liquid,liquid,0
NM,2015,chemical,chemical,chemical,0.345476835
NM,2015,coke,coke,coke,30.4099
NM,2015,coke,coke,coke CCS,0
NM,2015,construction,construction,construction,0.003106095
NM,2015,construction energy use,biomass,biomass,0
NM,2015,construction energy use,coal,coal,0.00084133
NM,2015,construction energy use,district heat,district heat,0
NM,2015,construction energy use,electricity,electricity,0.001020894
NM,2015,construction energy use,gas,gas,1.03E-05
NM,2015,construction energy use,hydrogen,hydrogen,0
NM,2015,construction energy use,liquid,liquid,0.001233571
NM,2015,construction feedstocks,coal,coal,0
NM,2015,construction feedstocks,gas,gas,0
NM,2015,construction feedstocks,liquid,liquid,0
NM,2015,iron and steel,BLASTFUR,Biomass-based,0
NM,2015,iron and steel,BLASTFUR,BLASTFUR,17.27771254
NM,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
NM,2015,iron and steel,EAF with DRI,EAF with DRI,0
NM,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
NM,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NM,2015,iron and steel,EAF with scrap,EAF with scrap,0.073287462
NM,2015,mining energy use,biomass,biomass,0
NM,2015,mining energy use,coal,coal,0.008569748
NM,2015,mining energy use,district heat,district heat,0
NM,2015,mining energy use,electricity,electricity,0.004794598
NM,2015,mining energy use,gas,gas,0.000696091
NM,2015,mining energy use,hydrogen,hydrogen,0
NM,2015,mining energy use,liquid,liquid,0.000429982
NX,1975,agricultural energy use,biomass,biomass,0
NX,1975,agricultural energy use,coal,coal,0
NX,1975,agricultural energy use,district heat,district heat,0
NX,1975,agricultural energy use,electricity,electricity,0
NX,1975,agricultural energy use,gas,gas,0
NX,1975,agricultural energy use,hydrogen,hydrogen,0
NX,1975,agricultural energy use,liquid,liquid,0
NX,1975,chemical energy use,biomass,biomass,0
NX,1975,chemical energy use,coal,coal,0
NX,1975,chemical energy use,coal,coal CCS,0
NX,1975,chemical energy use,district heat,district heat,0
NX,1975,chemical energy use,electricity,electricity,0
NX,1975,chemical energy use,gas,gas,0
NX,1975,chemical energy use,gas,gas CCS,0
NX,1975,chemical energy use,hydrogen,hydrogen,0
NX,1975,chemical energy use,liquid,liquid,0
NX,1975,chemical energy use,liquid,liquid CCS,0
NX,1975,chemical feedstocks,coal,coal,0
NX,1975,chemical feedstocks,gas,gas,0
NX,1975,chemical feedstocks,liquid,liquid,0
NX,1975,chemical,chemical,chemical,0
NX,1975,coke,coke,coke,0
NX,1975,coke,coke,coke CCS,0
NX,1975,construction,construction,construction,0
NX,1975,construction energy use,biomass,biomass,0
NX,1975,construction energy use,coal,coal,0
NX,1975,construction energy use,district heat,district heat,0
NX,1975,construction energy use,electricity,electricity,0
NX,1975,construction energy use,gas,gas,0
NX,1975,construction energy use,hydrogen,hydrogen,0
NX,1975,construction energy use,liquid,liquid,0
NX,1975,construction feedstocks,coal,coal,0
NX,1975,construction feedstocks,gas,gas,0
NX,1975,construction feedstocks,liquid,liquid,0
NX,1975,iron and steel,BLASTFUR,Biomass-based,0
NX,1975,iron and steel,BLASTFUR,BLASTFUR,0
NX,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
NX,1975,iron and steel,EAF with DRI,EAF with DRI,0
NX,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
NX,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NX,1975,iron and steel,EAF with scrap,EAF with scrap,0
NX,1975,mining energy use,biomass,biomass,0
NX,1975,mining energy use,coal,coal,0
NX,1975,mining energy use,district heat,district heat,0
NX,1975,mining energy use,electricity,electricity,0
NX,1975,mining energy use,gas,gas,0
NX,1975,mining energy use,hydrogen,hydrogen,0
NX,1975,mining energy use,liquid,liquid,0
NX,1990,agricultural energy use,biomass,biomass,0
NX,1990,agricultural energy use,coal,coal,0
NX,1990,agricultural energy use,district heat,district heat,0
NX,1990,agricultural energy use,electricity,electricity,0
NX,1990,agricultural energy use,gas,gas,0
NX,1990,agricultural energy use,hydrogen,hydrogen,0
NX,1990,agricultural energy use,liquid,liquid,0
NX,1990,chemical energy use,biomass,biomass,0
NX,1990,chemical energy use,coal,coal,0
NX,1990,chemical energy use,coal,coal CCS,0
NX,1990,chemical energy use,district heat,district heat,0
NX,1990,chemical energy use,electricity,electricity,0
NX,1990,chemical energy use,gas,gas,0
NX,1990,chemical energy use,gas,gas CCS,0
NX,1990,chemical energy use,hydrogen,hydrogen,0
NX,1990,chemical energy use,liquid,liquid,0
NX,1990,chemical energy use,liquid,liquid CCS,0
NX,1990,chemical feedstocks,coal,coal,0
NX,1990,chemical feedstocks,gas,gas,0
NX,1990,chemical feedstocks,liquid,liquid,0
NX,1990,chemical,chemical,chemical,0
NX,1990,coke,coke,coke,0
NX,1990,coke,coke,coke CCS,0
NX,1990,construction,construction,construction,0
NX,1990,construction energy use,biomass,biomass,0
NX,1990,construction energy use,coal,coal,0
NX,1990,construction energy use,district heat,district heat,0
NX,1990,construction energy use,electricity,electricity,0
NX,1990,construction energy use,gas,gas,0
NX,1990,construction energy use,hydrogen,hydrogen,0
NX,1990,construction energy use,liquid,liquid,0
NX,1990,construction feedstocks,coal,coal,0
NX,1990,construction feedstocks,gas,gas,0
NX,1990,construction feedstocks,liquid,liquid,0
NX,1990,iron and steel,BLASTFUR,Biomass-based,0
NX,1990,iron and steel,BLASTFUR,BLASTFUR,0
NX,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
NX,1990,iron and steel,EAF with DRI,EAF with DRI,0
NX,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
NX,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NX,1990,iron and steel,EAF with scrap,EAF with scrap,0
NX,1990,mining energy use,biomass,biomass,0
NX,1990,mining energy use,coal,coal,0
NX,1990,mining energy use,district heat,district heat,0
NX,1990,mining energy use,electricity,electricity,0
NX,1990,mining energy use,gas,gas,0
NX,1990,mining energy use,hydrogen,hydrogen,0
NX,1990,mining energy use,liquid,liquid,0
NX,2005,agricultural energy use,biomass,biomass,0
NX,2005,agricultural energy use,coal,coal,0
NX,2005,agricultural energy use,district heat,district heat,0
NX,2005,agricultural energy use,electricity,electricity,0
NX,2005,agricultural energy use,gas,gas,0
NX,2005,agricultural energy use,hydrogen,hydrogen,0
NX,2005,agricultural energy use,liquid,liquid,0
NX,2005,chemical energy use,biomass,biomass,0
NX,2005,chemical energy use,coal,coal,0
NX,2005,chemical energy use,coal,coal CCS,0
NX,2005,chemical energy use,district heat,district heat,0
NX,2005,chemical energy use,electricity,electricity,0
NX,2005,chemical energy use,gas,gas,0
NX,2005,chemical energy use,gas,gas CCS,0
NX,2005,chemical energy use,hydrogen,hydrogen,0
NX,2005,chemical energy use,liquid,liquid,0
NX,2005,chemical energy use,liquid,liquid CCS,0
NX,2005,chemical feedstocks,coal,coal,0
NX,2005,chemical feedstocks,gas,gas,0
NX,2005,chemical feedstocks,liquid,liquid,0
NX,2005,chemical,chemical,chemical,0
NX,2005,coke,coke,coke,0
NX,2005,coke,coke,coke CCS,0
NX,2005,construction,construction,construction,0
NX,2005,construction energy use,biomass,biomass,0
NX,2005,construction energy use,coal,coal,0
NX,2005,construction energy use,district heat,district heat,0
NX,2005,construction energy use,electricity,electricity,0
NX,2005,construction energy use,gas,gas,0
NX,2005,construction energy use,hydrogen,hydrogen,0
NX,2005,construction energy use,liquid,liquid,0
NX,2005,construction feedstocks,coal,coal,0
NX,2005,construction feedstocks,gas,gas,0
NX,2005,construction feedstocks,liquid,liquid,0
NX,2005,iron and steel,BLASTFUR,Biomass-based,0
NX,2005,iron and steel,BLASTFUR,BLASTFUR,0
NX,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
NX,2005,iron and steel,EAF with DRI,EAF with DRI,0
NX,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
NX,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
NX,2005,iron and steel,EAF with scrap,EAF with scrap,0
NX,2005,mining energy use,biomass,biomass,0
NX,2005,mining energy use,coal,coal,0
NX,2005,mining energy use,district heat,district heat,0
NX,2005,mining energy use,electricity,electricity,0
NX,2005,mining energy use,gas,gas,0
NX,2005,mining energy use,hydrogen,hydrogen,0
NX,2005,mining energy use,liquid,liquid,0
NX,2010,agricultural energy use,biomass,biomass,0
NX,2010,agricultural energy use,coal,coal,0.001846818
NX,2010,agricultural energy use,district heat,district heat,0
NX,2010,agricultural energy use,electricity,electricity,0.001627451
NX,2010,agricultural energy use,gas,gas,6.55E-06
NX,2010,agricultural energy use,hydrogen,hydrogen,0
NX,2010,agricultural energy use,liquid,liquid,0.000380643
NX,2010,chemical energy use,biomass,biomass,0
NX,2010,chemical energy use,coal,coal,0.049436473
NX,2010,chemical energy use,coal,coal CCS,0
NX,2010,chemical energy use,district heat,district heat,0
NX,2010,chemical energy use,electricity,electricity,0
NX,2010,chemical energy use,gas,gas,0.004716732
NX,2010,chemical energy use,gas,gas CCS,0
NX,2010,chemical energy use,hydrogen,hydrogen,0
NX,2010,chemical energy use,liquid,liquid,0.002761792
NX,2010,chemical energy use,liquid,liquid CCS,0
NX,2010,chemical feedstocks,coal,coal,0.0120465
NX,2010,chemical feedstocks,gas,gas,0
NX,2010,chemical feedstocks,liquid,liquid,0
NX,2010,chemical,chemical,chemical,0.081307139
NX,2010,coke,coke,coke,4.21
NX,2010,coke,coke,coke CCS,0
NX,2010,construction,construction,construction,0.001899896
NX,2010,construction energy use,biomass,biomass,0
NX,2010,construction energy use,coal,coal,0.000649644
NX,2010,construction energy use,district heat,district heat,0
NX,2010,construction energy use,electricity,electricity,0.000883872
NX,2010,construction energy use,gas,gas,1.67E-05
NX,2010,construction energy use,hydrogen,hydrogen,0
NX,2010,construction energy use,liquid,liquid,0.000349679
NX,2010,construction feedstocks,coal,coal,0
