# File: IO_detailed_industry.csv
# Title: Detailed industry coefficient
# Units: GJ/kg or GJ/GJ
# Description: Input-output data are calculated based on historical energy consumption sourced from the MEIC-HR emission inventory. The energy consumption data could not be used directly due to the inconsistency between IEA data(used in GCAM) and China's energy statistics, so the energy consumption share was used to allocate.
# Column types: cnccccnnn
# ----------
province,year,supplysector,subsector,technology,minicam.energy.input,coefficient,production,energy.input
JX,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JX,2021,chemical energy use,liquid,liquid,refined liquids industrial,0.646888429,0.003461568,0.002239248
JX,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,0.646888429,0,0
JX,2021,chemical feedstocks,coal,coal,delivered coal,0.069820477,0.023697768,0.001654589
JX,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
JX,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
JX,2021,coke,coke,coke,delivered coal,0.024854682,8.014638008,0.199201279
JX,2021,coke,coke,coke,elect_td_ind,0.00124094,8.014638008,0.009945685
JX,2021,coke,coke,coke CCS,delivered coal,0.024854682,0,0
JX,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
JX,2021,construction,construction,construction,construction energy use,1,0.016186643,0.016186643
JX,2021,construction,construction,construction,construction feedstocks,0,0.016186643,0
JX,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
JX,2021,construction energy use,coal,coal,delivered coal,1,0.00234245,0.00234245
JX,2021,construction energy use,district heat,district heat,district heat,1,0,0
JX,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.002842394,0.002842394
JX,2021,construction energy use,gas,gas,wholesale gas,1,0.0000697,0.0000697
JX,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
JX,2021,construction energy use,liquid,liquid,refined liquids industrial,0.646888429,0.010932099,0.007071848
JX,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
JX,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
JX,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
JX,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
JX,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.19928555,0,0
JX,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,26.03015808,15.15116941
JX,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.005305331,26.03015808,0.138098605
JX,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,26.03015808,0.00498717
JX,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.000144774,26.03015808,0.00376849
JX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
JX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.005909104,0,0
JX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
JX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,4.83E-05,0,0
JX,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
JX,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,4.66E-05,0,0
JX,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
JX,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
JX,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,4.66E-05,0,0
JX,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
JX,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
JX,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
JX,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,1.079441917,0.003108793
JX,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,1.69E-05,1.079441917,1.82E-05
JX,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.079441917,1.208974947
JX,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
JX,2021,mining energy use,coal,coal,delivered coal,1.560196157,0.023860081,0.037226407
JX,2021,mining energy use,district heat,district heat,district heat,1,0,0
JX,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.013349225,0.01067938
JX,2021,mining energy use,gas,gas,wholesale gas,1,0.00470864,0.00470864
JX,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JX,2021,mining energy use,liquid,liquid,refined liquids industrial,0.646888429,0.003810568,0.002465012
LN,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
LN,2021,agricultural energy use,coal,coal,delivered coal,0.381046545,0.006548702,0.00249536
LN,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
LN,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.004156133,0.003324906
LN,2021,agricultural energy use,gas,gas,wholesale gas,1,0.0000301,0.0000301
LN,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
LN,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.007045134,0.007045134
LN,2021,chemical,chemical,chemical,chemical energy use,1,0.180285256,0.180285256
LN,2021,chemical,chemical,chemical,chemical feedstocks,0.078589105,0.180285256,0.014168457
LN,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
LN,2021,chemical energy use,coal,coal,delivered coal,1.143139636,0.072124567,0.082448451
LN,2021,chemical energy use,coal,coal CCS,delivered coal,0.381046545,0,0
LN,2021,chemical energy use,district heat,district heat,district heat,1,0.006306892,0.006306892
LN,2021,chemical energy use,electricity,electricity,elect_td_ind,1.6,0.01617624,0.025881984
LN,2021,chemical energy use,gas,gas,wholesale gas,1,0.068847249,0.068847249
LN,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
LN,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
LN,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.016830308,0.016830308
LN,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
LN,2021,chemical feedstocks,coal,coal,delivered coal,0.787358457,0.014168457,0.011155654
LN,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
LN,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
LN,2021,coke,coke,coke,delivered coal,0.018210769,26.47462077,0.482123203
LN,2021,coke,coke,coke,elect_td_ind,0.00124094,26.47462077,0.032853416
LN,2021,coke,coke,coke CCS,delivered coal,0.018210769,0,0
LN,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
LN,2021,construction,construction,construction,construction energy use,1,0.055243787,0.055243787
LN,2021,construction,construction,construction,construction feedstocks,0,0.055243787,0
LN,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
LN,2021,construction energy use,coal,coal,delivered coal,1,0.006906332,0.006906332
LN,2021,construction energy use,district heat,district heat,district heat,1,0,0
LN,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.008380335,0.008380335
LN,2021,construction energy use,gas,gas,wholesale gas,1,0.000205596,0.000205596
LN,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
LN,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.039751524,0.039751524
LN,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
LN,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
LN,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
LN,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.078978428,0,0
LN,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.19928555,0,0
LN,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,64.57459127,37.58642453
LN,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.004961591,64.57459127,0.320392711
LN,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,64.57459127,0.012371975
LN,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,64.57459127,0.014451794
LN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
LN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.005092119,0,0
LN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
LN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
LN,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
LN,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
LN,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
LN,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
LN,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
LN,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
LN,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
LN,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
LN,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,10.44950873,0.030094585
LN,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,10.44950873,0.000273777
LN,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,10.44950873,11.70344978
LN,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
LN,2021,mining energy use,coal,coal,delivered coal,1.143139636,0.070347558,0.080417082
LN,2021,mining energy use,district heat,district heat,district heat,1,0,0
LN,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.039358013,0.03148641
LN,2021,mining energy use,gas,gas,wholesale gas,1,0.013882657,0.013882657
LN,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
LN,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.013856066,0.013856066
NM,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
NM,2021,agricultural energy use,coal,coal,delivered coal,0.251576868,0.01243699,0.003128859
NM,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
NM,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.007893134,0.006314507
NM,2021,agricultural energy use,gas,gas,wholesale gas,1,0.0000235,0.0000235
NM,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NM,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.003408324,0.003408324
NM,2021,chemical,chemical,chemical,chemical energy use,1,0.241833785,0.241833785
NM,2021,chemical,chemical,chemical,chemical feedstocks,1.240157305,0.241833785,0.299911935
NM,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
NM,2021,chemical energy use,coal,coal,delivered coal,0.754730604,0.206932792,0.156178511
NM,2021,chemical energy use,coal,coal CCS,delivered coal,0.251576868,0,0
NM,2021,chemical energy use,district heat,district heat,district heat,1,0.002024685,0.002024685
NM,2021,chemical energy use,electricity,electricity,elect_td_ind,0.8,0,0
NM,2021,chemical energy use,gas,gas,wholesale gas,1,0.009962798,0.009962798
NM,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
NM,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NM,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.02291351,0.02291351
NM,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
NM,2021,chemical feedstocks,coal,coal,delivered coal,0.754730604,0.299911935,0.226352716
NM,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
NM,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
NM,2021,coke,coke,coke,delivered coal,0.01076534,53.76063131,0.578751475
NM,2021,coke,coke,coke,elect_td_ind,0.00124094,53.76063131,0.066713718
NM,2021,coke,coke,coke CCS,delivered coal,0.01076534,0,0
NM,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
NM,2021,construction,construction,construction,construction energy use,1,0.003106095,0.003106095
NM,2021,construction,construction,construction,construction feedstocks,0,0.003106095,0
NM,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
NM,2021,construction energy use,coal,coal,delivered coal,1,0.00084133,0.00084133
NM,2021,construction energy use,district heat,district heat,district heat,1,0,0
NM,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.001020894,0.001020894
NM,2021,construction energy use,gas,gas,wholesale gas,1,0.0000103,0.0000103
NM,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
NM,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.001233571,0.001233571
NM,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
NM,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
NM,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
NM,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
NM,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.19928555,0,0
NM,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,30.93618525,18.00678207
NM,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.003276488,30.93618525,0.10136204
NM,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,30.93618525,0.005927126
NM,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,30.93618525,0.006923518
NM,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
NM,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.00336195,0,0
NM,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
NM,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
NM,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
NM,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
NM,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
NM,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
NM,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
NM,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
NM,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
NM,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
NM,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,0.242714749,0.000699018
NM,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,0.242714749,6.36E-06
NM,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.242714749,0.271840519
NM,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
NM,2021,mining energy use,coal,coal,delivered coal,0.754730604,0.008569748,0.006467851
NM,2021,mining energy use,district heat,district heat,district heat,1,0,0
NM,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.004794598,0.003835678
NM,2021,mining energy use,gas,gas,wholesale gas,1,0.000696091,0.000696091
NM,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NM,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.000429982,0.000429982
NX,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
NX,2021,agricultural energy use,coal,coal,delivered coal,0.29295952,0.001699371,0.000497847
NX,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
NX,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001279804,0.001023843
NX,2021,agricultural energy use,gas,gas,wholesale gas,1,0.00000221,0.00000221
NX,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NX,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000205283,0.000205283
NX,2021,chemical,chemical,chemical,chemical energy use,1,0.065420342,0.065420342
NX,2021,chemical,chemical,chemical,chemical feedstocks,1.087591517,0.065420342,0.071150609
NX,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
NX,2021,chemical energy use,coal,coal,delivered coal,0.87887856,0.059997163,0.05273022
NX,2021,chemical energy use,coal,coal CCS,delivered coal,0.29295952,0,0
NX,2021,chemical energy use,district heat,district heat,district heat,1,0.000889773,0.000889773
NX,2021,chemical energy use,electricity,electricity,elect_td_ind,0.8,0,0
NX,2021,chemical energy use,gas,gas,wholesale gas,1,0,0
NX,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
NX,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NX,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.004533406,0.004533406
NX,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
NX,2021,chemical feedstocks,coal,coal,delivered coal,0.87887856,0.071150609,0.062532745
NX,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
NX,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
NX,2021,coke,coke,coke,delivered coal,0.00738141,11.13439125,0.082187507
NX,2021,coke,coke,coke,elect_td_ind,0.000773764,11.13439125,0.008615391
NX,2021,coke,coke,coke CCS,delivered coal,0.00738141,0,0
NX,2021,coke,coke,coke CCS,elect_td_ind,0.000975654,0,0
NX,2021,construction,construction,construction,construction energy use,1,0.000707667,0.000707667
NX,2021,construction,construction,construction,construction feedstocks,0,0.000707667,0
NX,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
NX,2021,construction energy use,coal,coal,delivered coal,1,0.000228674,0.000228674
NX,2021,construction energy use,district heat,district heat,district heat,1,0,0
NX,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.00032927,0.00032927
NX,2021,construction energy use,gas,gas,wholesale gas,1,0.00000193,0.00000193
NX,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
NX,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.000147793,0.000147793
NX,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
NX,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
NX,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
NX,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
NX,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.1679711,0,0
NX,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,5.929473738,3.451322149
NX,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.003815448,5.929473738,0.022623599
NX,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,5.929473738,0.00113604
NX,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0001492,5.929473738,0.000884677
NX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
NX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.003328674,0,0
NX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
NX,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
NX,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
NX,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
NX,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
NX,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
NX,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
NX,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
NX,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
NX,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
NX,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,0.033826262,9.74E-05
NX,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,0.033826262,8.86E-07
NX,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.033826262,0.037885413
NX,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
NX,2021,mining energy use,coal,coal,delivered coal,0.87887856,0.001720858,0.001512425
NX,2021,mining energy use,district heat,district heat,district heat,1,0,0
NX,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.001546405,0.001237124
NX,2021,mining energy use,gas,gas,wholesale gas,1,0.000130326,0.000130326
NX,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NX,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.0000515,0.0000515
QH,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
QH,2021,agricultural energy use,coal,coal,delivered coal,0.564192822,0.001779834,0.00100417
QH,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
QH,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001129571,0.000903657
QH,2021,agricultural energy use,gas,gas,wholesale gas,1,0.00000815,0.00000815
QH,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
QH,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000899065,0.000899065
QH,2021,chemical,chemical,chemical,chemical energy use,1,0.013411075,0.013411075
QH,2021,chemical,chemical,chemical,chemical feedstocks,0.641181263,0.013411075,0.00859893
QH,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
QH,2021,chemical energy use,coal,coal,delivered coal,1.692578467,0.011207135,0.018968955
QH,2021,chemical energy use,coal,coal CCS,delivered coal,0.564192822,0,0
QH,2021,chemical energy use,district heat,district heat,district heat,1,0.0000812,0.0000812
QH,2021,chemical energy use,electricity,electricity,elect_td_ind,0.8,0,0
QH,2021,chemical energy use,gas,gas,wholesale gas,1,0.000895091,0.000895091
QH,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
QH,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
QH,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.001227649,0.001227649
QH,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
QH,2021,chemical feedstocks,coal,coal,delivered coal,0.991993104,0.00859893,0.008530079
QH,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
QH,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
QH,2021,coke,coke,coke,delivered coal,0.025685158,1.820144605,0.046750702
QH,2021,coke,coke,coke,elect_td_ind,0.00124094,1.820144605,0.00225869
QH,2021,coke,coke,coke CCS,delivered coal,0.026963596,0,0
QH,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
QH,2021,construction,construction,construction,construction energy use,1,0.002130145,0.002130145
QH,2021,construction,construction,construction,construction feedstocks,0,0.002130145,0
QH,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
QH,2021,construction energy use,coal,coal,delivered coal,1,0.000430701,0.000430701
QH,2021,construction energy use,district heat,district heat,district heat,1,0,0
QH,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.000522625,0.000522625
QH,2021,construction energy use,gas,gas,wholesale gas,1,0.0000128,0.0000128
QH,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
QH,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.001164019,0.001164019
QH,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
QH,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
QH,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
QH,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
QH,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.19928555,0,0
QH,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,0.488479875,0.284325639
QH,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.006552346,0.488479875,0.003200689
QH,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,0.488479875,9.36E-05
QH,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,0.488479875,0.000109322
QH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
QH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.007539596,0,0
QH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
QH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
QH,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
QH,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
QH,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
QH,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
QH,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
QH,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
QH,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
QH,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
QH,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,1.378420125,0.00396985
QH,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,1.378420125,3.61E-05
QH,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.378420125,1.54383054
QH,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
QH,2021,mining energy use,coal,coal,delivered coal,1.692578467,0.004387101,0.007425513
QH,2021,mining energy use,district heat,district heat,district heat,1,0,0
QH,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.002454493,0.001963594
QH,2021,mining energy use,gas,gas,wholesale gas,1,0.000865767,0.000865767
QH,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
QH,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.000405738,0.000405738
SC,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SC,2021,agricultural energy use,coal,coal,delivered coal,0.518925298,0.011373299,0.005901893
SC,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
SC,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.007218063,0.00577445
SC,2021,agricultural energy use,gas,gas,wholesale gas,1,0.0000522,0.0000522
SC,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SC,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.012235468,0.012235468
SC,2021,chemical,chemical,chemical,chemical energy use,1,0.117927823,0.117927823
SC,2021,chemical,chemical,chemical,chemical feedstocks,0.094340646,0.117927823,0.011125387
SC,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
SC,2021,chemical energy use,coal,coal,delivered coal,1.556775895,0.056026509,0.087220719
SC,2021,chemical energy use,coal,coal CCS,delivered coal,0.518925298,0,0
SC,2021,chemical energy use,district heat,district heat,district heat,1,0.001585002,0.001585002
SC,2021,chemical energy use,electricity,electricity,elect_td_ind,1.6,0.003144263,0.005030821
SC,2021,chemical energy use,gas,gas,wholesale gas,1,0.046547978,0.046547978
SC,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
