# File: ABSPI_intra_province_electricity_trade.csv
# Title: Intraprovince electricity trade
# Units: GWh
# Comments: obtained from Annual Book of Statistics for Power Industry from 2005 to 2019 preprocessed from original data format in Chinese
# Column types: ccnic
# ----------
from.region,to.region,value,year,units
BJ,NX,0,2012,GWh
TJ,NX,0,2012,GWh
HE,NX,0,2012,GWh
SX,NX,0,2012,GWh
NM,NX,339.52,2012,GWh
LN,NX,0,2012,GWh
JL,NX,0,2012,GWh
HL,NX,0,2012,GWh
SH,NX,0,2012,GWh
JS,NX,0,2012,GWh
ZJ,NX,0,2012,GWh
AH,NX,0,2012,GWh
FJ,NX,0,2012,GWh
JX,NX,0,2012,GWh
SD,NX,0,2012,GWh
HA,NX,0,2012,GWh
HB,NX,0,2012,GWh
HN,NX,0,2012,GWh
GD,NX,0,2012,GWh
GX,NX,0,2012,GWh
HI,NX,0,2012,GWh
CQ,NX,0,2012,GWh
SC,NX,0,2012,GWh
GZ,NX,0,2012,GWh
YN,NX,0,2012,GWh
SN,NX,0,2012,GWh
GS,NX,7418.27,2012,GWh
QH,NX,2032.9425,2012,GWh
NX,NX,0,2012,GWh
XJ,NX,0,2012,GWh
BJ,XJ,0,2012,GWh
TJ,XJ,0,2012,GWh
HE,XJ,0,2012,GWh
SX,XJ,0,2012,GWh
NM,XJ,0,2012,GWh
LN,XJ,0,2012,GWh
JL,XJ,0,2012,GWh
HL,XJ,0,2012,GWh
SH,XJ,0,2012,GWh
JS,XJ,0,2012,GWh
ZJ,XJ,0,2012,GWh
AH,XJ,0,2012,GWh
FJ,XJ,0,2012,GWh
JX,XJ,0,2012,GWh
SD,XJ,0,2012,GWh
HA,XJ,0,2012,GWh
HB,XJ,0,2012,GWh
HN,XJ,0,2012,GWh
GD,XJ,0,2012,GWh
GX,XJ,0,2012,GWh
HI,XJ,0,2012,GWh
CQ,XJ,0,2012,GWh
SC,XJ,0,2012,GWh
GZ,XJ,0,2012,GWh
YN,XJ,0,2012,GWh
SN,XJ,0,2012,GWh
GS,XJ,23.18,2012,GWh
QH,XJ,2032.9425,2012,GWh
NX,XJ,0,2012,GWh
XJ,XJ,0,2012,GWh
BJ,Export,0,2012,GWh
TJ,Export,0,2012,GWh
HE,Export,0,2012,GWh
SX,Export,0,2012,GWh
NM,Export,0,2012,GWh
LN,Export,35.78,2012,GWh
JL,Export,2.56,2012,GWh
HL,Export,0,2012,GWh
SH,Export,0,2012,GWh
JS,Export,0,2012,GWh
ZJ,Export,0,2012,GWh
AH,Export,0,2012,GWh
FJ,Export,0,2012,GWh
JX,Export,0,2012,GWh
SD,Export,0,2012,GWh
HA,Export,0,2012,GWh
HB,Export,0,2012,GWh
HN,Export,0,2012,GWh
GD,Export,3855.3,2012,GWh
GX,Export,66.59,2012,GWh
HI,Export,0,2012,GWh
CQ,Export,0,2012,GWh
SC,Export,0,2012,GWh
GZ,Export,0,2012,GWh
YN,Export,2581.3,2012,GWh
SN,Export,0,2012,GWh
GS,Export,0,2012,GWh
QH,Export,0,2012,GWh
NX,Export,0,2012,GWh
XJ,Export,1.71,2012,GWh
BJ,BJ,0,2013,GWh
TJ,BJ,0,2013,GWh
HE,BJ,656.6517651,2013,GWh
SX,BJ,26719.72,2013,GWh
NM,BJ,0,2013,GWh
LN,BJ,4482.5825,2013,GWh
JL,BJ,0,2013,GWh
HL,BJ,0,2013,GWh
SH,BJ,0,2013,GWh
JS,BJ,0,2013,GWh
ZJ,BJ,0,2013,GWh
AH,BJ,0,2013,GWh
FJ,BJ,0,2013,GWh
JX,BJ,0,2013,GWh
SD,BJ,0,2013,GWh
HA,BJ,567.24,2013,GWh
HB,BJ,0,2013,GWh
HN,BJ,0,2013,GWh
GD,BJ,0,2013,GWh
GX,BJ,0,2013,GWh
HI,BJ,0,2013,GWh
CQ,BJ,0,2013,GWh
SC,BJ,0,2013,GWh
GZ,BJ,0,2013,GWh
YN,BJ,0,2013,GWh
SN,BJ,0,2013,GWh
GS,BJ,0,2013,GWh
QH,BJ,0,2013,GWh
NX,BJ,0,2013,GWh
XJ,BJ,0,2013,GWh
BJ,TJ,0,2013,GWh
TJ,TJ,0,2013,GWh
HE,TJ,2226.454183,2013,GWh
SX,TJ,0,2013,GWh
NM,TJ,0,2013,GWh
LN,TJ,4482.5825,2013,GWh
JL,TJ,0,2013,GWh
HL,TJ,0,2013,GWh
SH,TJ,0,2013,GWh
JS,TJ,0,2013,GWh
ZJ,TJ,0,2013,GWh
AH,TJ,0,2013,GWh
FJ,TJ,0,2013,GWh
JX,TJ,0,2013,GWh
SD,TJ,0,2013,GWh
HA,TJ,0,2013,GWh
HB,TJ,0,2013,GWh
HN,TJ,0,2013,GWh
GD,TJ,0,2013,GWh
GX,TJ,0,2013,GWh
HI,TJ,0,2013,GWh
CQ,TJ,0,2013,GWh
SC,TJ,0,2013,GWh
GZ,TJ,0,2013,GWh
YN,TJ,0,2013,GWh
SN,TJ,0,2013,GWh
GS,TJ,0,2013,GWh
QH,TJ,0,2013,GWh
NX,TJ,0,2013,GWh
XJ,TJ,0,2013,GWh
BJ,HE,302.0902963,2013,GWh
TJ,HE,0,2013,GWh
HE,HE,0,2013,GWh
SX,HE,36927.32,2013,GWh
NM,HE,85069.56833,2013,GWh
LN,HE,4482.5825,2013,GWh
JL,HE,0,2013,GWh
HL,HE,0,2013,GWh
SH,HE,0,2013,GWh
JS,HE,0,2013,GWh
ZJ,HE,0,2013,GWh
AH,HE,0,2013,GWh
FJ,HE,0,2013,GWh
JX,HE,0,2013,GWh
SD,HE,0,2013,GWh
HA,HE,0,2013,GWh
HB,HE,0,2013,GWh
HN,HE,0,2013,GWh
GD,HE,0,2013,GWh
GX,HE,0,2013,GWh
HI,HE,0,2013,GWh
CQ,HE,0,2013,GWh
SC,HE,0,2013,GWh
GZ,HE,0,2013,GWh
YN,HE,0,2013,GWh
SN,HE,0,2013,GWh
GS,HE,0,2013,GWh
QH,HE,0,2013,GWh
NX,HE,0,2013,GWh
XJ,HE,0,2013,GWh
BJ,SX,0,2013,GWh
TJ,SX,0,2013,GWh
HE,SX,0,2013,GWh
SX,SX,0,2013,GWh
NM,SX,7443.291938,2013,GWh
LN,SX,4482.5825,2013,GWh
JL,SX,0,2013,GWh
HL,SX,0,2013,GWh
SH,SX,0,2013,GWh
JS,SX,0,2013,GWh
ZJ,SX,0,2013,GWh
AH,SX,0,2013,GWh
FJ,SX,0,2013,GWh
JX,SX,0,2013,GWh
SD,SX,0,2013,GWh
HA,SX,0,2013,GWh
HB,SX,0,2013,GWh
HN,SX,0,2013,GWh
GD,SX,0,2013,GWh
GX,SX,0,2013,GWh
HI,SX,0,2013,GWh
CQ,SX,0,2013,GWh
SC,SX,0,2013,GWh
GZ,SX,0,2013,GWh
YN,SX,0,2013,GWh
SN,SX,35.29411765,2013,GWh
GS,SX,0,2013,GWh
QH,SX,0,2013,GWh
NX,SX,0,2013,GWh
XJ,SX,0,2013,GWh
BJ,NM,0,2013,GWh
TJ,NM,0,2013,GWh
HE,NM,0,2013,GWh
SX,NM,0,2013,GWh
NM,NM,0,2013,GWh
LN,NM,4.810035195,2013,GWh
JL,NM,671.6370129,2013,GWh
HL,NM,512.2219846,2013,GWh
SH,NM,0,2013,GWh
JS,NM,0,2013,GWh
ZJ,NM,0,2013,GWh
AH,NM,0,2013,GWh
FJ,NM,0,2013,GWh
JX,NM,0,2013,GWh
SD,NM,0,2013,GWh
HA,NM,0,2013,GWh
HB,NM,0,2013,GWh
HN,NM,0,2013,GWh
GD,NM,0,2013,GWh
GX,NM,0,2013,GWh
HI,NM,0,2013,GWh
CQ,NM,0,2013,GWh
SC,NM,0,2013,GWh
GZ,NM,0,2013,GWh
YN,NM,0,2013,GWh
SN,NM,0,2013,GWh
GS,NM,0,2013,GWh
QH,NM,0,2013,GWh
NX,NM,0,2013,GWh
XJ,NM,0,2013,GWh
BJ,LN,0,2013,GWh
TJ,LN,0,2013,GWh
HE,LN,0,2013,GWh
SX,LN,0,2013,GWh
NM,LN,38227.6317,2013,GWh
LN,LN,0,2013,GWh
JL,LN,24586.79226,2013,GWh
HL,LN,0,2013,GWh
SH,LN,0,2013,GWh
JS,LN,0,2013,GWh
ZJ,LN,0,2013,GWh
AH,LN,0,2013,GWh
FJ,LN,0,2013,GWh
JX,LN,0,2013,GWh
SD,LN,0,2013,GWh
HA,LN,0,2013,GWh
HB,LN,0,2013,GWh
HN,LN,0,2013,GWh
GD,LN,0,2013,GWh
GX,LN,0,2013,GWh
HI,LN,0,2013,GWh
CQ,LN,0,2013,GWh
SC,LN,0,2013,GWh
GZ,LN,0,2013,GWh
YN,LN,0,2013,GWh
SN,LN,0,2013,GWh
GS,LN,0,2013,GWh
QH,LN,0,2013,GWh
NX,LN,0,2013,GWh
XJ,LN,0,2013,GWh
BJ,JL,0,2013,GWh
TJ,JL,0,2013,GWh
HE,JL,0,2013,GWh
SX,JL,0,2013,GWh
NM,JL,769.5263628,2013,GWh
LN,JL,9.270493078,2013,GWh
JL,JL,0,2013,GWh
HL,JL,12938.80585,2013,GWh
SH,JL,0,2013,GWh
JS,JL,0,2013,GWh
ZJ,JL,0,2013,GWh
AH,JL,0,2013,GWh
FJ,JL,0,2013,GWh
JX,JL,0,2013,GWh
SD,JL,0,2013,GWh
HA,JL,0,2013,GWh
HB,JL,0,2013,GWh
HN,JL,0,2013,GWh
GD,JL,0,2013,GWh
GX,JL,0,2013,GWh
HI,JL,0,2013,GWh
CQ,JL,0,2013,GWh
SC,JL,0,2013,GWh
GZ,JL,0,2013,GWh
YN,JL,0,2013,GWh
SN,JL,0,2013,GWh
GS,JL,0,2013,GWh
QH,JL,0,2013,GWh
NX,JL,0,2013,GWh
XJ,JL,0,2013,GWh
BJ,HL,0,2013,GWh
TJ,HL,0,2013,GWh
HE,HL,0,2013,GWh
SX,HL,0,2013,GWh
NM,HL,10141.54147,2013,GWh
LN,HL,0,2013,GWh
JL,HL,228.2638889,2013,GWh
HL,HL,0,2013,GWh
SH,HL,0,2013,GWh
JS,HL,0,2013,GWh
ZJ,HL,0,2013,GWh
AH,HL,0,2013,GWh
FJ,HL,0,2013,GWh
JX,HL,0,2013,GWh
SD,HL,0,2013,GWh
HA,HL,0,2013,GWh
HB,HL,0,2013,GWh
HN,HL,0,2013,GWh
GD,HL,0,2013,GWh
GX,HL,0,2013,GWh
HI,HL,0,2013,GWh
CQ,HL,0,2013,GWh
SC,HL,0,2013,GWh
GZ,HL,0,2013,GWh
YN,HL,0,2013,GWh
SN,HL,0,2013,GWh
GS,HL,0,2013,GWh
QH,HL,0,2013,GWh
NX,HL,0,2013,GWh
XJ,HL,0,2013,GWh
BJ,SH,0,2013,GWh
TJ,SH,0,2013,GWh
HE,SH,0,2013,GWh
SX,SH,0,2013,GWh
NM,SH,0,2013,GWh
LN,SH,0,2013,GWh
JL,SH,0,2013,GWh
HL,SH,0,2013,GWh
SH,SH,0,2013,GWh
JS,SH,8419.548872,2013,GWh
ZJ,SH,1126.293012,2013,GWh
AH,SH,0,2013,GWh
FJ,SH,0,2013,GWh
JX,SH,0,2013,GWh
SD,SH,0,2013,GWh
HA,SH,0,2013,GWh
HB,SH,19381.53896,2013,GWh
HN,SH,0,2013,GWh
GD,SH,0,2013,GWh
GX,SH,0,2013,GWh
HI,SH,0,2013,GWh
CQ,SH,0,2013,GWh
SC,SH,32166.40561,2013,GWh
GZ,SH,0,2013,GWh
YN,SH,0,2013,GWh
SN,SH,0,2013,GWh
GS,SH,0,2013,GWh
QH,SH,0,2013,GWh
NX,SH,0,2013,GWh
XJ,SH,0,2013,GWh
BJ,JS,0,2013,GWh
TJ,JS,0,2013,GWh
HE,JS,0,2013,GWh
SX,JS,16653.08325,2013,GWh
NM,JS,0,2013,GWh
LN,JS,0,2013,GWh
JL,JS,0,2013,GWh
HL,JS,0,2013,GWh
SH,JS,3468.222892,2013,GWh
JS,JS,0,2013,GWh
ZJ,JS,12.9900281,2013,GWh
AH,JS,19390.90686,2013,GWh
FJ,JS,0,2013,GWh
JX,JS,0,2013,GWh
SD,JS,0,2013,GWh
HA,JS,0,2013,GWh
HB,JS,11257.88755,2013,GWh
HN,JS,0,2013,GWh
GD,JS,0,2013,GWh
GX,JS,0,2013,GWh
HI,JS,0,2013,GWh
CQ,JS,0,2013,GWh
SC,JS,22569.20765,2013,GWh
GZ,JS,0,2013,GWh
YN,JS,0,2013,GWh
SN,JS,0,2013,GWh
GS,JS,0,2013,GWh
QH,JS,0,2013,GWh
NX,JS,0,2013,GWh
XJ,JS,0,2013,GWh
BJ,ZJ,0,2013,GWh
TJ,ZJ,0,2013,GWh
HE,ZJ,0,2013,GWh
SX,ZJ,0,2013,GWh
NM,ZJ,0,2013,GWh
LN,ZJ,0,2013,GWh
JL,ZJ,0,2013,GWh
HL,ZJ,0,2013,GWh
SH,ZJ,10484.82895,2013,GWh
JS,ZJ,6662.218814,2013,GWh
ZJ,ZJ,0,2013,GWh
AH,ZJ,26646.65888,2013,GWh
FJ,ZJ,8943.219881,2013,GWh
JX,ZJ,0,2013,GWh
SD,ZJ,0,2013,GWh
HA,ZJ,0,2013,GWh
HB,ZJ,0,2013,GWh
HN,ZJ,0,2013,GWh
GD,ZJ,0,2013,GWh
GX,ZJ,0,2013,GWh
HI,ZJ,0,2013,GWh
CQ,ZJ,0,2013,GWh
SC,ZJ,25062.43376,2013,GWh
GZ,ZJ,0,2013,GWh
YN,ZJ,0,2013,GWh
SN,ZJ,0,2013,GWh
GS,ZJ,0,2013,GWh
QH,ZJ,0,2013,GWh
NX,ZJ,0,2013,GWh
XJ,ZJ,0,2013,GWh
BJ,AH,0,2013,GWh
TJ,AH,0,2013,GWh
HE,AH,0,2013,GWh
SX,AH,0,2013,GWh
NM,AH,0,2013,GWh
LN,AH,0,2013,GWh
JL,AH,0,2013,GWh
HL,AH,0,2013,GWh
SH,AH,0,2013,GWh
JS,AH,1071.58692,2013,GWh
ZJ,AH,0,2013,GWh
AH,AH,0,2013,GWh
FJ,AH,0,2013,GWh
JX,AH,0,2013,GWh
SD,AH,0,2013,GWh
HA,AH,0,2013,GWh
HB,AH,0,2013,GWh
HN,AH,0,2013,GWh
GD,AH,0,2013,GWh
GX,AH,0,2013,GWh
HI,AH,0,2013,GWh
CQ,AH,0,2013,GWh
SC,AH,0,2013,GWh
GZ,AH,0,2013,GWh
YN,AH,0,2013,GWh
SN,AH,0,2013,GWh
GS,AH,0,2013,GWh
QH,AH,0,2013,GWh
NX,AH,0,2013,GWh
XJ,AH,0,2013,GWh
BJ,FJ,0,2013,GWh
TJ,FJ,0,2013,GWh
HE,FJ,0,2013,GWh
SX,FJ,0,2013,GWh
NM,FJ,0,2013,GWh
LN,FJ,0,2013,GWh
JL,FJ,0,2013,GWh
HL,FJ,0,2013,GWh
SH,FJ,0,2013,GWh
JS,FJ,0,2013,GWh
ZJ,FJ,46.80964789,2013,GWh
AH,FJ,0,2013,GWh
FJ,FJ,0,2013,GWh
JX,FJ,0,2013,GWh
SD,FJ,0,2013,GWh
HA,FJ,0,2013,GWh
HB,FJ,0,2013,GWh
HN,FJ,0,2013,GWh
GD,FJ,0,2013,GWh
GX,FJ,0,2013,GWh
HI,FJ,0,2013,GWh
CQ,FJ,0,2013,GWh
SC,FJ,0,2013,GWh
GZ,FJ,0,2013,GWh
YN,FJ,0,2013,GWh
SN,FJ,0,2013,GWh
GS,FJ,0,2013,GWh
QH,FJ,0,2013,GWh
NX,FJ,0,2013,GWh
XJ,FJ,0,2013,GWh
BJ,JX,0,2013,GWh
TJ,JX,0,2013,GWh
HE,JX,0,2013,GWh
SX,JX,0,2013,GWh
NM,JX,0,2013,GWh
LN,JX,0,2013,GWh
JL,JX,0,2013,GWh
HL,JX,0,2013,GWh
SH,JX,0,2013,GWh
JS,JX,0,2013,GWh
ZJ,JX,0,2013,GWh
AH,JX,0,2013,GWh
FJ,JX,0,2013,GWh
JX,JX,0,2013,GWh
SD,JX,0,2013,GWh
HA,JX,0,2013,GWh
HB,JX,9592.778,2013,GWh
HN,JX,0,2013,GWh
GD,JX,0,2013,GWh
GX,JX,0,2013,GWh
HI,JX,0,2013,GWh
CQ,JX,0,2013,GWh
SC,JX,0,2013,GWh
GZ,JX,0,2013,GWh
YN,JX,0,2013,GWh
SN,JX,1110.773333,2013,GWh
GS,JX,0,2013,GWh
QH,JX,0,2013,GWh
NX,JX,0,2013,GWh
XJ,JX,0,2013,GWh
BJ,SD,0,2013,GWh
TJ,SD,0,2013,GWh
HE,SD,0,2013,GWh
SX,SD,0,2013,GWh
NM,SD,0,2013,GWh
LN,SD,0,2013,GWh
JL,SD,0,2013,GWh
HL,SD,0,2013,GWh
SH,SD,0,2013,GWh
JS,SD,0,2013,GWh
ZJ,SD,0,2013,GWh
AH,SD,0,2013,GWh
FJ,SD,0,2013,GWh
JX,SD,0,2013,GWh
SD,SD,0,2013,GWh
HA,SD,0,2013,GWh
HB,SD,0,2013,GWh
HN,SD,0,2013,GWh
GD,SD,0,2013,GWh
GX,SD,0,2013,GWh
HI,SD,0,2013,GWh
CQ,SD,0,2013,GWh
SC,SD,0,2013,GWh
GZ,SD,0,2013,GWh
YN,SD,0,2013,GWh
SN,SD,0,2013,GWh
GS,SD,0,2013,GWh
QH,SD,0,2013,GWh
NX,SD,28239.61565,2013,GWh
XJ,SD,0,2013,GWh
BJ,HA,0,2013,GWh
TJ,HA,0,2013,GWh
HE,HA,0,2013,GWh
SX,HA,0,2013,GWh
NM,HA,0,2013,GWh
LN,HA,0,2013,GWh
JL,HA,0,2013,GWh
HL,HA,0,2013,GWh
SH,HA,0,2013,GWh
JS,HA,0,2013,GWh
ZJ,HA,0,2013,GWh
AH,HA,0,2013,GWh
FJ,HA,0,2013,GWh
JX,HA,0,2013,GWh
SD,HA,0,2013,GWh
HA,HA,0,2013,GWh
HB,HA,3015.932249,2013,GWh
HN,HA,0,2013,GWh
GD,HA,0,2013,GWh
GX,HA,0,2013,GWh
HI,HA,0,2013,GWh
CQ,HA,0,2013,GWh
SC,HA,0,2013,GWh
GZ,HA,0,2013,GWh
YN,HA,0,2013,GWh
SN,HA,1683.893333,2013,GWh
GS,HA,0,2013,GWh
QH,HA,0,2013,GWh
NX,HA,0,2013,GWh
XJ,HA,127.8300412,2013,GWh
BJ,HB,0,2013,GWh
TJ,HB,0,2013,GWh
HE,HB,0,2013,GWh
SX,HB,0,2013,GWh
NM,HB,0,2013,GWh
LN,HB,0,2013,GWh
JL,HB,0,2013,GWh
HL,HB,0,2013,GWh
SH,HB,0,2013,GWh
JS,HB,977.2816865,2013,GWh
ZJ,HB,0,2013,GWh
AH,HB,0,2013,GWh
FJ,HB,0,2013,GWh
JX,HB,0,2013,GWh
SD,HB,0,2013,GWh
HA,HB,5919.39569,2013,GWh
HB,HB,0,2013,GWh
HN,HB,0,2013,GWh
GD,HB,0,2013,GWh
GX,HB,0,2013,GWh
HI,HB,0,2013,GWh
CQ,HB,2142.741833,2013,GWh
SC,HB,0,2013,GWh
GZ,HB,0,2013,GWh
YN,HB,0,2013,GWh
SN,HB,1657.843333,2013,GWh
GS,HB,0,2013,GWh
QH,HB,0,2013,GWh
NX,HB,0,2013,GWh
XJ,HB,0,2013,GWh
BJ,HN,0,2013,GWh
TJ,HN,0,2013,GWh
HE,HN,0,2013,GWh
SX,HN,0,2013,GWh
NM,HN,0,2013,GWh
LN,HN,0,2013,GWh
JL,HN,0,2013,GWh
HL,HN,0,2013,GWh
SH,HN,0,2013,GWh
JS,HN,0,2013,GWh
ZJ,HN,0,2013,GWh
AH,HN,0,2013,GWh
FJ,HN,0,2013,GWh
JX,HN,0,2013,GWh
SD,HN,0,2013,GWh
HA,HN,0,2013,GWh
HB,HN,13150.09587,2013,GWh
HN,HN,0,2013,GWh
GD,HN,0,2013,GWh
GX,HN,379.9893205,2013,GWh
HI,HN,0,2013,GWh
CQ,HN,1203.573243,2013,GWh
SC,HN,0,2013,GWh
GZ,HN,9579.39154,2013,GWh
YN,HN,0,2013,GWh
SN,HN,1110.773333,2013,GWh
GS,HN,0,2013,GWh
QH,HN,0,2013,GWh
NX,HN,0,2013,GWh
XJ,HN,0,2013,GWh
BJ,GD,0,2013,GWh
TJ,GD,0,2013,GWh
HE,GD,0,2013,GWh
SX,GD,0,2013,GWh
NM,GD,0,2013,GWh
LN,GD,0,2013,GWh
JL,GD,0,2013,GWh
HL,GD,0,2013,GWh
SH,GD,0,2013,GWh
JS,GD,0,2013,GWh
ZJ,GD,0,2013,GWh
AH,GD,0,2013,GWh
FJ,GD,21.99973653,2013,GWh
JX,GD,0,2013,GWh
SD,GD,0,2013,GWh
HA,GD,0,2013,GWh
HB,GD,12669.27534,2013,GWh
HN,GD,10331.59296,2013,GWh
GD,GD,0,2013,GWh
GX,GD,8397.138239,2013,GWh
HI,GD,42.47282108,2013,GWh
CQ,GD,0,2013,GWh
SC,GD,0,2013,GWh
GZ,GD,39233.3209,2013,GWh
YN,GD,59992.31237,2013,GWh
SN,GD,0,2013,GWh
GS,GD,0,2013,GWh
QH,GD,0,2013,GWh
NX,GD,0,2013,GWh
XJ,GD,0,2013,GWh
BJ,GX,0,2013,GWh
TJ,GX,0,2013,GWh
HE,GX,0,2013,GWh
SX,GX,0,2013,GWh
NM,GX,0,2013,GWh
LN,GX,0,2013,GWh
JL,GX,0,2013,GWh
HL,GX,0,2013,GWh
SH,GX,0,2013,GWh
JS,GX,0,2013,GWh
ZJ,GX,0,2013,GWh
AH,GX,0,2013,GWh
FJ,GX,0,2013,GWh
JX,GX,0,2013,GWh
SD,GX,0,2013,GWh
HA,GX,0,2013,GWh
HB,GX,0,2013,GWh
HN,GX,1544.300518,2013,GWh
GD,GX,0,2013,GWh
GX,GX,0,2013,GWh
HI,GX,0,2013,GWh
CQ,GX,0,2013,GWh
SC,GX,0,2013,GWh
GZ,GX,3119.233203,2013,GWh
YN,GX,734.9102405,2013,GWh
SN,GX,0,2013,GWh
GS,GX,0,2013,GWh
QH,GX,0,2013,GWh
NX,GX,0,2013,GWh
XJ,GX,0,2013,GWh
BJ,HI,0,2013,GWh
TJ,HI,0,2013,GWh
HE,HI,0,2013,GWh
SX,HI,0,2013,GWh
NM,HI,0,2013,GWh
LN,HI,0,2013,GWh
JL,HI,0,2013,GWh
HL,HI,0,2013,GWh
SH,HI,0,2013,GWh
JS,HI,0,2013,GWh
ZJ,HI,0,2013,GWh
AH,HI,0,2013,GWh
FJ,HI,0,2013,GWh
JX,HI,0,2013,GWh
SD,HI,0,2013,GWh
HA,HI,0,2013,GWh
HB,HI,0,2013,GWh
HN,HI,0,2013,GWh
GD,HI,39.62002783,2013,GWh
GX,HI,0,2013,GWh
HI,HI,0,2013,GWh
CQ,HI,0,2013,GWh
SC,HI,0,2013,GWh
GZ,HI,0,2013,GWh
YN,HI,0,2013,GWh
SN,HI,0,2013,GWh
GS,HI,0,2013,GWh
QH,HI,0,2013,GWh
NX,HI,0,2013,GWh
XJ,HI,0,2013,GWh
BJ,CQ,0,2013,GWh
TJ,CQ,0,2013,GWh
HE,CQ,0,2013,GWh
SX,CQ,0,2013,GWh
NM,CQ,0,2013,GWh
LN,CQ,0,2013,GWh
JL,CQ,0,2013,GWh
HL,CQ,0,2013,GWh
SH,CQ,0,2013,GWh
JS,CQ,0,2013,GWh
ZJ,CQ,0,2013,GWh
AH,CQ,0,2013,GWh
FJ,CQ,0,2013,GWh
JX,CQ,0,2013,GWh
SD,CQ,0,2013,GWh
HA,CQ,0,2013,GWh
HB,CQ,4558.282756,2013,GWh
HN,CQ,0,2013,GWh
GD,CQ,0,2013,GWh
GX,CQ,0,2013,GWh
HI,CQ,0,2013,GWh
CQ,CQ,0,2013,GWh
SC,CQ,17957.28974,2013,GWh
GZ,CQ,3074.166037,2013,GWh
YN,CQ,0,2013,GWh
SN,CQ,1110.773333,2013,GWh
GS,CQ,0,2013,GWh
QH,CQ,0,2013,GWh
NX,CQ,0,2013,GWh
XJ,CQ,0,2013,GWh
BJ,SC,0,2013,GWh
TJ,SC,0,2013,GWh
HE,SC,0,2013,GWh
SX,SC,0,2013,GWh
NM,SC,0,2013,GWh
LN,SC,0,2013,GWh
JL,SC,0,2013,GWh
HL,SC,0,2013,GWh
SH,SC,0,2013,GWh
JS,SC,0,2013,GWh
ZJ,SC,0,2013,GWh
AH,SC,0,2013,GWh
FJ,SC,0,2013,GWh
JX,SC,0,2013,GWh
SD,SC,0,2013,GWh
HA,SC,0,2013,GWh
HB,SC,0,2013,GWh
HN,SC,0,2013,GWh
GD,SC,0,2013,GWh
GX,SC,0,2013,GWh
HI,SC,0,2013,GWh
CQ,SC,111.3630762,2013,GWh
SC,SC,0,2013,GWh
GZ,SC,0,2013,GWh
YN,SC,404.3838578,2013,GWh
SN,SC,10660.57333,2013,GWh
GS,SC,0,2013,GWh
QH,SC,0,2013,GWh
NX,SC,0,2013,GWh
XJ,SC,0,2013,GWh
BJ,GZ,0,2013,GWh
TJ,GZ,0,2013,GWh
HE,GZ,0,2013,GWh
SX,GZ,0,2013,GWh
NM,GZ,0,2013,GWh
LN,GZ,0,2013,GWh
JL,GZ,0,2013,GWh
HL,GZ,0,2013,GWh
SH,GZ,0,2013,GWh
JS,GZ,0,2013,GWh
ZJ,GZ,0,2013,GWh
AH,GZ,0,2013,GWh
FJ,GZ,0,2013,GWh
JX,GZ,0,2013,GWh
SD,GZ,0,2013,GWh
HA,GZ,0,2013,GWh
HB,GZ,0,2013,GWh
HN,GZ,0,2013,GWh
GD,GZ,0,2013,GWh
GX,GZ,83.65894502,2013,GWh
HI,GZ,0,2013,GWh
CQ,GZ,0,2013,GWh
SC,GZ,116.4655096,2013,GWh
GZ,GZ,0,2013,GWh
YN,GZ,192.5240999,2013,GWh
SN,GZ,0,2013,GWh
GS,GZ,0,2013,GWh
QH,GZ,0,2013,GWh
NX,GZ,0,2013,GWh
XJ,GZ,0,2013,GWh
BJ,YN,0,2013,GWh
TJ,YN,0,2013,GWh
HE,YN,0,2013,GWh
SX,YN,0,2013,GWh
NM,YN,0,2013,GWh
LN,YN,0,2013,GWh
JL,YN,0,2013,GWh
HL,YN,0,2013,GWh
SH,YN,0,2013,GWh
JS,YN,0,2013,GWh
ZJ,YN,0,2013,GWh
AH,YN,0,2013,GWh
FJ,YN,0,2013,GWh
JX,YN,0,2013,GWh
SD,YN,0,2013,GWh
HA,YN,0,2013,GWh
HB,YN,0,2013,GWh
HN,YN,0,2013,GWh
GD,YN,0,2013,GWh
GX,YN,12.00989487,2013,GWh
HI,YN,0,2013,GWh
CQ,YN,0,2013,GWh
SC,YN,0,2013,GWh
GZ,YN,0,2013,GWh
YN,YN,0,2013,GWh
SN,YN,0,2013,GWh
GS,YN,0,2013,GWh
QH,YN,0,2013,GWh
NX,YN,0,2013,GWh
XJ,YN,0,2013,GWh
BJ,SN,0,2013,GWh
TJ,SN,0,2013,GWh
HE,SN,0,2013,GWh
SX,SN,380.1762606,2013,GWh
NM,SN,2536.231884,2013,GWh
LN,SN,0,2013,GWh
JL,SN,0,2013,GWh
HL,SN,0,2013,GWh
SH,SN,0,2013,GWh
JS,SN,0,2013,GWh
ZJ,SN,0,2013,GWh
AH,SN,0,2013,GWh
FJ,SN,0,2013,GWh
JX,SN,0,2013,GWh
SD,SN,0,2013,GWh
HA,SN,0,2013,GWh
HB,SN,1714.166484,2013,GWh
HN,SN,0,2013,GWh
GD,SN,0,2013,GWh
GX,SN,0,2013,GWh
HI,SN,0,2013,GWh
CQ,SN,0,2013,GWh
SC,SN,3648.678308,2013,GWh
GZ,SN,0,2013,GWh
YN,SN,0,2013,GWh
SN,SN,0,2013,GWh
GS,SN,11290.44298,2013,GWh
QH,SN,0,2013,GWh
NX,SN,1914.190863,2013,GWh
